id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
599,"Nana without Trio","Nana without Trio frames mythic restoration as a living sandbox: each scenario escalates pressure while 1–3 players teams improvise around shifting incentives. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. By mid-campaign, 7 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Veteran groups report that Nana without Trio shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Tile Laying|Engine Building",Co-op,29.33,3,9,118,"Silver Oak Studio","Elliot Mercer",2009,/images/fixtures/game_0599.png,2025-05-14T10:02:48+00:00,2026-03-26T10:29:41+00:00,"0.8644,0.8124,-0.0558,0.0023,-0.8311,-0.0287,-0.5532,-0.0893"
600,"El Grande of Echoes","Built around Eurogame systems, El Grande of Echoes pushes Cards choices across 7 linked sessions and rewards tables that enjoy guild conspiracies. By mid-campaign, 9 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Veteran groups report that El Grande of Echoes shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Cards|Legacy,Eurogame,79.80,4,9,158,"Indigo Forge","Elliot Mercer",1994,/images/fixtures/game_0600.png,2026-03-24T02:53:44+00:00,2026-03-26T10:29:41+00:00,"-0.4858,-0.4418,0.6466,0.5318,-0.7167,-0.8085,0.463,0.2313"
601,"Odyssey for Dominion","Odyssey for Dominion is a expert optimization Co-op title for 1–8 players that leans into Engine Building and Cards and real-time bursts play. By mid-campaign, 3 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your table likes post-game debriefs, Odyssey for Dominion will spark them—nearly every finale feels earned, messy, and memorable.",,"Engine Building|Cards",Co-op,70.03,3,8,149,"Clockwork Labs","Akira Flynn",2023,/images/fixtures/game_0601.png,2025-08-20T06:16:24+00:00,2026-03-26T10:29:41+00:00,"0.6481,0.7624,-0.5159,-0.2303,-0.4139,0.7299,-0.3105,-0.245"
602,"Nana: Kingdom","Nana: Kingdom frames frontier diplomacy as a living sandbox: each scenario escalates pressure while 1–7 players teams improvise around shifting incentives. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 6 chapters, even small resource leaks become strategic liabilities. A standout mechanic tied to Campaign means even safe plans can collapse if opponents read your tempo one round ahead. Few designs blend Co-op and Campaign this smoothly while remaining approachable across varied player counts.",,"Campaign|Tile Laying|Cards|Legacy",Co-op,74.79,4,6,125,"Nimbus Games","Nico Valdez",2023,/images/fixtures/game_0602.png,2025-06-11T17:08:58+00:00,2026-03-26T10:29:41+00:00,"-0.3935,0.389,0.7793,0.554,-0.5276,0.5752,0.3946,-0.5506"
603,"Ego: Heat","Designed for newcomer-friendly tables, Ego: Heat channels guild conspiracies into a ruleset that stays readable while outcomes stay unpredictable. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 7 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Because scoring vectors drift over time, tables that over-specialize early often get punished once Tile Laying effects begin stacking. Veteran groups report that Ego: Heat shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Tile Laying|Solo|Miniatures",Eurogame,24.49,4,8,149,"Nimbus Games","Akira Flynn",2013,/images/fixtures/game_0603.png,2025-06-17T05:04:48+00:00,2026-03-26T10:29:41+00:00,"-0.7638,-0.7089,-0.4602,-0.8991,0.0319,0.7428,0.4424,-0.9049"
604,"Mystic Silos","Designed for family-plus strategy tables, Mystic Silos channels expedition survival into a ruleset that stays readable while outcomes stay unpredictable. Core turns revolve around initiative bidding: commit actions, resolve conflicts, then pivot as event decks introduce 5 escalating complications. Only adaptable crews master Mystic Silos, where discarded cards return as global events and long-term planning matter as much as tactical brilliance.",,Cards|Solo|Dice,Thematic,40.25,4,10,77,"Arcana Works","Nico Valdez",2013,/images/fixtures/game_0604.png,2026-01-05T16:37:20+00:00,2026-03-26T10:29:41+00:00,"0.0736,-0.3542,0.0277,0.5748,0.803,-0.6522,-0.6718,0.7058"
605,"Tatari: Guild","Part campaign and part systems puzzle, Tatari: Guild asks 1–4 players players to master Thematic priorities under predictable pressure. A standout mechanic tied to Dice means even safe plans can collapse if opponents read your tempo one round ahead. Action windows stay short, but consequence chains run long, especially in sessions around 49 minutes where adaptation beats scripted play. Veteran groups report that Tatari: Guild shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Dice|Cards,Thematic,39.99,1,10,73,"Arcana Works","Lena Ortiz",2014,/images/fixtures/game_0605.png,2026-01-12T09:48:32+00:00,2026-03-26T10:29:41+00:00,"0.935,0.9209,0.3987,-0.6551,0.4598,0.1288,-0.163,0.409"
606,"Ego Verdant","Built around Family systems, Ego Verdant pushes Miniatures choices across 10 linked sessions and rewards tables that enjoy expedition survival. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. If your table likes post-game debriefs, Ego Verdant will spark them—nearly every finale feels earned, messy, and memorable.",,Dice|Campaign|Miniatures|Cards,Family,62.01,3,8,74,"Silver Oak Studio","Lena Ortiz",2014,/images/fixtures/game_0606.png,2025-07-13T19:29:05+00:00,2026-03-26T10:29:41+00:00,"-0.874,0.9329,0.7652,0.523,0.6052,-0.1999,0.9885,0.6089"
607,"Ichor: Championship","Ichor: Championship frames guild conspiracies as a living sandbox: each scenario escalates pressure while 1–7 players teams improvise around shifting incentives. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 8 escalating complications. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Campaign|Dice|Cards,Abstract,57.90,4,8,51,"Clockwork Labs","Marcus Thorne",1997,/images/fixtures/game_0607.png,2025-12-19T00:08:59+00:00,2026-03-26T10:29:41+00:00,"0.5645,-0.2608,-0.3215,-0.9861,0.5286,0.9529,0.9639,-0.3638"
608,"Ichor Ethereal","Ichor Ethereal frames frontier diplomacy as a living sandbox: each scenario escalates pressure while 2–3 players teams improvise around shifting incentives. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 7 new scoring hooks reshape optimal lines. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Win or lose, Ichor Ethereal tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Campaign|Engine Building",Co-op,51.50,1,9,159,"Indigo Forge","Soraya Kline",2008,/images/fixtures/game_0608.png,2025-04-17T11:51:34+00:00,2026-03-26T10:29:41+00:00,"-0.1352,0.4444,0.1607,-0.2864,-0.709,0.0849,-0.3468,-0.1239"
609,"Heat Tactical","Heat Tactical is a family-plus strategy Deck Building title for 2–6 players that leans into Cards and Miniatures and simultaneous planning play. Because scoring vectors drift over time, tables that over-specialize early often get punished once Miniatures effects begin stacking. Campaign logs track table history, so failed gambits still unlock content; expect up to 5 relic-style upgrades that alter scoring priorities. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Cards|Miniatures,"Deck Building",43.18,1,9,101,"Nimbus Games","Soraya Kline",2007,/images/fixtures/game_0609.png,2025-05-15T05:59:49+00:00,2026-03-26T10:29:41+00:00,"-0.7086,0.0579,-0.7936,0.726,-0.9856,0.1129,-0.6943,0.5907"
610,"Odyssey for Island","Odyssey for Island blends Thematic structure with Engine Building chaos, delivering 112-minute arcs where every decision compounds into later chapters. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. A standout mechanic tied to Engine Building means even safe plans can collapse if opponents read your tempo one round ahead. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Cards|Engine Building",Thematic,35.46,4,10,146,"Clockwork Labs","Nico Valdez",2002,/images/fixtures/game_0610.png,2025-06-11T17:07:33+00:00,2026-03-26T10:29:41+00:00,"-0.1402,0.4852,-0.8998,-0.1882,-0.5188,-0.7299,0.03,0.5578"
611,"Orbit Pacey","Built around Thematic systems, Orbit Pacey pushes Campaign choices across 5 linked sessions and rewards tables that enjoy merchant drama. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 38 minutes where adaptation beats scripted play. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Cards|Campaign|Legacy,Thematic,87.83,4,7,122,"Indigo Forge","Lena Ortiz",2007,/images/fixtures/game_0611.png,2025-09-22T07:34:00+00:00,2026-03-26T10:29:41+00:00,"0.9208,-0.1604,0.4573,0.05,-0.9642,0.4264,0.0255,-0.085"
612,"Scout Ancient","Designed for family-plus strategy tables, Scout Ancient channels merchant drama into a ruleset that stays readable while outcomes stay unpredictable. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. By mid-campaign, 10 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Tile Laying|Dice|Miniatures|Solo","Deck Building",68.36,1,6,136,"Indigo Forge","Akira Flynn",1999,/images/fixtures/game_0612.png,2025-05-02T07:34:42+00:00,2026-03-26T10:29:41+00:00,"-0.7344,-0.282,-0.5667,-0.5057,-0.0153,0.2988,-0.9279,-0.9495"
613,"Patient Orbit","At its core, Patient Orbit is a Deck Building design where Campaign, Cards, Legacy and Miniatures mechanisms collide with simultaneous planning pacing for 1–6 players groups. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Map states remain highly legible despite scale; by late game, up to 13 tiles and layered markers support deep positional planning. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Campaign|Cards|Legacy|Miniatures,"Deck Building",39.06,1,10,169,"Indigo Forge","Soraya Kline",1994,/images/fixtures/game_0613.png,2025-09-29T13:58:34+00:00,2026-03-26T10:29:41+00:00,"-0.5505,-0.736,0.4611,0.3166,-0.4691,-0.4723,0.7798,-0.5303"
614,"Peacocks under Campaign","At its core, Peacocks under Campaign is a Eurogame design where Tile Laying, Solo and Dice mechanisms collide with sequential tactical turns pacing for 2–6 players groups. By mid-campaign, 6 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your table likes post-game debriefs, Peacocks under Campaign will spark them—nearly every finale feels earned, messy, and memorable.",,"Tile Laying|Solo|Dice",Eurogame,81.45,2,9,148,"Nimbus Games","Marcus Thorne",1994,/images/fixtures/game_0614.png,2025-12-27T04:39:58+00:00,2026-03-26T10:29:41+00:00,"0.491,-0.0833,0.4281,-0.9294,-0.7353,-0.8971,0.4032,0.0334"
615,"Tatari Asymmetric","Tatari Asymmetric frames city-building tension as a living sandbox: each scenario escalates pressure while 1–3 players teams improvise around shifting incentives. By mid-campaign, 6 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your table likes post-game debriefs, Tatari Asymmetric will spark them—nearly every finale feels earned, messy, and memorable.",,Campaign|Cards|Legacy|Dice,Abstract,29.70,2,8,131,"Silver Oak Studio","Nico Valdez",2011,/images/fixtures/game_0615.png,2025-07-20T12:36:19+00:00,2026-03-26T10:29:41+00:00,"0.3023,-0.5776,-0.205,-0.5626,-0.221,-0.3148,-0.4137,0.3192"
616,"Ethereal Tatari","Ethereal Tatari is a expert optimization Party title for 1–4 players that leans into Campaign, Dice and Tile Laying and sequential tactical turns play. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 89 minutes where adaptation beats scripted play. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. If your table likes post-game debriefs, Ethereal Tatari will spark them—nearly every finale feels earned, messy, and memorable.",,"Campaign|Dice|Tile Laying",Party,79.40,1,5,96,"Nimbus Games","Lena Ortiz",1995,/images/fixtures/game_0616.png,2026-02-19T09:03:14+00:00,2026-03-26T10:29:41+00:00,"0.0145,-0.2963,0.5399,0.5323,0.2311,-0.8857,0.0115,-0.5768"
617,"Silos: Kingdom","Silos: Kingdom frames arcane rivalry as a living sandbox: each scenario escalates pressure while 2–3 players teams improvise around shifting incentives. Economy rails are intentionally unstable: once players trigger threshold events, 5 new scoring hooks reshape optimal lines. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Solo|Campaign|Legacy,Co-op,87.73,3,8,39,"Indigo Forge","Akira Flynn",2012,/images/fixtures/game_0617.png,2025-04-08T16:03:16+00:00,2026-03-26T10:29:41+00:00,"0.24,0.3087,-0.9034,-0.7551,0.2701,-0.767,0.1719,-0.6993"
618,"Elegant Reckoning","Elegant Reckoning blends Thematic structure with Campaign chaos, delivering 153-minute arcs where every decision compounds into later chapters. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Core turns revolve around initiative bidding: commit actions, resolve conflicts, then pivot as event decks introduce 6 escalating complications. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Dice|Miniatures|Campaign,Thematic,39.75,1,10,42,"Silver Oak Studio","Nico Valdez",2019,/images/fixtures/game_0618.png,2025-11-27T12:06:54+00:00,2026-03-26T10:29:41+00:00,"-0.6838,0.2786,-0.9486,-0.6021,-0.2866,-0.249,-0.568,-0.9697"
619,"Ra: Crown","Part campaign and part systems puzzle, Ra: Crown asks 1–7 players players to master Abstract priorities under swingy pressure. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 3 chapters, even small resource leaks become strategic liabilities. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Veteran groups report that Ra: Crown shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Cards|Dice,Abstract,52.09,3,10,32,"Clockwork Labs","Soraya Kline",1998,/images/fixtures/game_0619.png,2025-12-04T19:35:25+00:00,2026-03-26T10:29:41+00:00,"-0.0436,-0.7546,0.0833,0.8142,-0.5434,-0.7479,-0.7063,-0.8491"
620,"Trailblazers under Campaign","Trailblazers under Campaign blends Thematic structure with Cards chaos, delivering 55-minute arcs where every decision compounds into later chapters. By mid-campaign, 4 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Win or lose, Trailblazers under Campaign tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Tile Laying|Cards|Dice|Solo",Thematic,55.11,3,10,100,"Silver Oak Studio","Lena Ortiz",1998,/images/fixtures/game_0620.png,2026-03-19T07:47:17+00:00,2026-03-26T10:29:41+00:00,"0.9308,0.1757,0.8158,-0.0751,-0.4398,-0.3166,-0.5885,-0.2503"
621,"Celtic Gang of Dice","Designed for mid-weight hobby tables, Celtic Gang of Dice channels political intrigue into a ruleset that stays readable while outcomes stay unpredictable. Your group manages tight economies while chasing milestone bonuses; by chapter 4 the board can contain over 26 modular tiles. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Tile Laying|Legacy|Campaign|Solo","Deck Building",33.86,1,10,128,"Clockwork Labs","Soraya Kline",2007,/images/fixtures/game_0621.png,2025-06-04T09:52:35+00:00,2026-03-26T10:29:41+00:00,"0.8796,0.4709,-0.4322,-0.3183,-0.2382,0.7388,0.0002,-0.5868"
622,"Tatari Mystic","Part campaign and part systems puzzle, Tatari Mystic asks 2–5 players players to master Party priorities under risk-loaded pressure. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 5 new scoring hooks reshape optimal lines. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Few designs blend Party and Miniatures this smoothly while remaining approachable across varied player counts.",,Solo|Miniatures,Party,71.78,4,9,141,"Silver Oak Studio","Lena Ortiz",2001,/images/fixtures/game_0622.png,2026-02-05T01:55:22+00:00,2026-03-26T10:29:41+00:00,"0.4433,0.7146,-0.9006,-0.0901,0.1724,0.8266,0.0781,-0.596"
623,"Outpost under Legion","Part campaign and part systems puzzle, Outpost under Legion asks 1–7 players players to master Thematic priorities under scarce pressure. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. Only adaptable crews master Outpost under Legion, where players vote to rewrite one core rule each chapter and long-term planning matter as much as tactical brilliance.",,"Campaign|Engine Building|Dice",Thematic,52.03,2,6,65,"Clockwork Labs","Akira Flynn",2022,/images/fixtures/game_0623.png,2025-06-07T20:36:51+00:00,2026-03-26T10:29:41+00:00,"-0.4496,-0.3466,-0.0314,-0.2262,-0.3207,-0.352,0.8943,-0.9973"
624,"My City Dynamic","My City Dynamic opens like a classic Thematic game, then quickly reveals Dice layers that reward long-form table memory. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 164 minutes where adaptation beats scripted play. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. If your table likes post-game debriefs, My City Dynamic will spark them—nearly every finale feels earned, messy, and memorable.",,Dice|Solo,Thematic,34.13,3,5,122,"Silver Oak Studio","Elliot Mercer",1997,/images/fixtures/game_0624.png,2025-11-07T21:12:38+00:00,2026-03-26T10:29:41+00:00,"0.443,-0.2911,0.608,0.3803,0.6569,0.053,-0.9489,-0.9947"
625,"Silos: Scout","Silos: Scout frames mythic restoration as a living sandbox: each scenario escalates pressure while 1–8 players teams improvise around shifting incentives. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 6 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Few designs blend Co-op and Legacy this smoothly while remaining approachable across varied player counts.",,"Campaign|Tile Laying|Engine Building|Legacy",Co-op,73.17,4,7,94,"Indigo Forge","Nico Valdez",2012,/images/fixtures/game_0625.png,2025-07-29T06:18:03+00:00,2026-03-26T10:29:41+00:00,"0.7749,-0.2856,-0.4383,0.8051,-0.8354,0.6184,-0.5428,-0.1782"
626,"Harbor beyond Frontier","Harbor beyond Frontier is a campaign-first Party title for 1–5 players that leans into Dice, Miniatures and Cards and simultaneous planning play. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Campaign logs track table history, so failed gambits still unlock content; expect up to 9 relic-style upgrades that alter scoring priorities. A standout mechanic tied to Dice means even safe plans can collapse if opponents read your tempo one round ahead. If your table likes post-game debriefs, Harbor beyond Frontier will spark them—nearly every finale feels earned, messy, and memorable.",,Dice|Miniatures|Cards,Party,68.60,2,6,104,"Indigo Forge","Akira Flynn",2006,/images/fixtures/game_0626.png,2025-12-01T08:22:05+00:00,2026-03-26T10:29:41+00:00,"0.9867,0.4493,-0.0781,0.2935,-0.5715,0.1785,0.2978,0.667"
627,"Nana beyond Sanctum","Nana beyond Sanctum opens like a classic Co-op game, then quickly reveals Dice layers that reward long-form table memory. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Miniatures|Dice|Tile Laying",Co-op,48.96,2,9,107,"Clockwork Labs","Marcus Thorne",2009,/images/fixtures/game_0627.png,2025-10-22T11:17:33+00:00,2026-03-26T10:29:41+00:00,"0.3145,-0.3602,0.2127,-0.4412,-0.2858,-0.475,-0.8127,0.3479"
628,"Arcane Legion","Designed for newcomer-friendly tables, Arcane Legion channels expedition survival into a ruleset that stays readable while outcomes stay unpredictable. Core turns revolve around sequential tactical turns: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Campaign|Solo|Engine Building|Tile Laying",Party,49.48,2,9,60,"Indigo Forge","Marcus Thorne",2001,/images/fixtures/game_0628.png,2026-03-04T00:42:46+00:00,2026-03-26T10:29:41+00:00,"0.317,0.1876,-0.5153,-0.7068,-0.0314,-0.7151,-0.7043,0.4698"
629,"Thrilling Protocol","Thrilling Protocol blends Party structure with Miniatures chaos, delivering 106-minute arcs where every decision compounds into later chapters. Campaign logs track table history, so failed gambits still unlock content; expect up to 5 relic-style upgrades that alter scoring priorities. Veteran groups report that Thrilling Protocol shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Cards|Dice|Miniatures|Legacy,Party,79.90,4,7,101,"Arcana Works","Elliot Mercer",2015,/images/fixtures/game_0629.png,2026-01-28T04:39:25+00:00,2026-03-26T10:29:41+00:00,"0.8188,0.1449,-0.5016,0.3125,0.946,0.7497,-0.0276,0.8721"
630,"Guild without Dynasty","Designed for campaign-first tables, Guild without Dynasty channels political intrigue into a ruleset that stays readable while outcomes stay unpredictable. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 8 escalating complications. Only adaptable crews master Guild without Dynasty, where discarded cards return as global events and long-term planning matter as much as tactical brilliance.",,"Engine Building|Legacy|Campaign|Cards",Family,32.22,1,7,52,"Silver Oak Studio","Elliot Mercer",2001,/images/fixtures/game_0630.png,2025-05-25T05:59:47+00:00,2026-03-26T10:29:41+00:00,"-0.4339,0.5031,-0.9839,0.1618,0.0084,0.043,-0.3446,0.5568"
631,"Scout Obsidian","Built around Strategy systems, Scout Obsidian pushes Tile Laying choices across 11 linked sessions and rewards tables that enjoy frontier diplomacy. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. By mid-campaign, 5 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Only adaptable crews master Scout Obsidian, where weather tracks alter core action costs between rounds and long-term planning matter as much as tactical brilliance.",,"Tile Laying|Solo",Strategy,65.07,2,10,172,"Indigo Forge","Marcus Thorne",2010,/images/fixtures/game_0631.png,2025-12-28T18:04:44+00:00,2026-03-26T10:29:41+00:00,"0.7816,-0.4888,-0.8996,-0.4035,-0.2843,-0.963,0.5181,-0.6117"
632,"Ra: Frontier","Ra: Frontier frames guild conspiracies as a living sandbox: each scenario escalates pressure while 1–7 players teams improvise around shifting incentives. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. By mid-campaign, 9 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Solo|Dice|Miniatures,Thematic,36.29,1,10,54,"Arcana Works","Akira Flynn",2008,/images/fixtures/game_0632.png,2026-01-07T17:28:22+00:00,2026-03-26T10:29:41+00:00,"0.5767,0.6583,-0.8063,0.368,0.8543,0.0787,-0.1924,-0.3726"
633,"Strategic Expedition","Designed for campaign-first tables, Strategic Expedition channels arcane rivalry into a ruleset that stays readable while outcomes stay unpredictable. Its Family framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 10 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. A standout mechanic tied to Solo means even safe plans can collapse if opponents read your tempo one round ahead. Few designs blend Family and Solo this smoothly while remaining approachable across varied player counts.",,"Engine Building|Solo|Legacy|Miniatures",Family,68.72,3,8,32,"Silver Oak Studio","Lena Ortiz",2012,/images/fixtures/game_0633.png,2025-09-21T17:44:02+00:00,2026-03-26T10:29:41+00:00,"0.383,0.777,-0.2787,-0.1367,0.1956,-0.879,0.8628,-0.6884"
634,"Chronicles beyond Trails","Chronicles beyond Trails frames city-building tension as a living sandbox: each scenario escalates pressure while 2–4 players teams improvise around shifting incentives. Because scoring vectors drift over time, tables that over-specialize early often get punished once Campaign effects begin stacking. Your group manages feast-or-famine economies while chasing milestone bonuses; by chapter 6 the board can contain over 15 modular tiles. Win or lose, Chronicles beyond Trails tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Solo|Engine Building|Campaign",Family,43.39,2,8,44,"Indigo Forge","Elliot Mercer",2012,/images/fixtures/game_0634.png,2026-01-01T17:17:07+00:00,2026-03-26T10:29:41+00:00,"-0.0437,-0.3253,0.7021,-0.9332,-0.3251,-0.2861,0.457,-0.217"
635,"El Grande Emerald","El Grande Emerald is a expert optimization Thematic title for 1–8 players that leans into Legacy, Engine Building and Dice and sequential tactical turns play. Because scoring vectors drift over time, tables that over-specialize early often get punished once Engine Building effects begin stacking. Core turns revolve around sequential tactical turns: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Legacy|Engine Building|Dice",Thematic,35.06,4,7,106,"Indigo Forge","Marcus Thorne",2021,/images/fixtures/game_0635.png,2026-01-16T14:45:42+00:00,2026-03-26T10:29:41+00:00,"-0.3125,-0.2862,0.8679,-0.6509,-0.7609,0.6233,0.7149,0.78"
636,"Gang of Dice: Odyssey","Gang of Dice: Odyssey blends Thematic structure with Dice chaos, delivering 36-minute arcs where every decision compounds into later chapters. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 7 escalating complications. Veteran groups report that Gang of Dice: Odyssey shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Solo|Dice,Thematic,32.82,1,8,162,"Arcana Works","Elliot Mercer",2009,/images/fixtures/game_0636.png,2025-08-21T06:13:12+00:00,2026-03-26T10:29:41+00:00,"0.1131,0.4872,0.9176,-0.6262,0.8594,-0.6381,-0.6413,0.7371"
637,"Protocol of Bazaar","At its core, Protocol of Bazaar is a Thematic design where Dice, Miniatures, Solo and Cards mechanisms collide with programmed actions pacing for 2–7 players groups. Action windows stay short, but consequence chains run long, especially in sessions around 173 minutes where adaptation beats scripted play. Veteran groups report that Protocol of Bazaar shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Dice|Miniatures|Solo|Cards,Thematic,48.05,1,10,91,"Silver Oak Studio","Akira Flynn",2015,/images/fixtures/game_0637.png,2025-03-30T08:12:51+00:00,2026-03-26T10:29:41+00:00,"-0.3248,0.7385,-0.2074,-0.4489,-0.0505,-0.9495,-0.0761,-0.731"
638,"Strategic My City","Built around Co-op systems, Strategic My City pushes Cards choices across 5 linked sessions and rewards tables that enjoy merchant drama. Map states remain highly legible despite scale; by late game, up to 16 tiles and layered markers support deep positional planning. Few designs blend Co-op and Cards this smoothly while remaining approachable across varied player counts.",,"Engine Building|Cards",Co-op,54.71,2,10,40,"Indigo Forge","Soraya Kline",1998,/images/fixtures/game_0638.png,2025-10-23T02:39:54+00:00,2026-03-26T10:29:41+00:00,"0.7496,-0.7974,-0.8959,0.9204,0.1549,-0.7332,-0.2483,0.3251"
639,"Nana: Tigris and Euphrates","Part campaign and part systems puzzle, Nana: Tigris and Euphrates asks 1–4 players players to master Party priorities under tight pressure. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 27 tiles and layered markers support deep positional planning. Because scoring vectors drift over time, tables that over-specialize early often get punished once Miniatures effects begin stacking. Few designs blend Party and Miniatures this smoothly while remaining approachable across varied player counts.",,"Tile Laying|Campaign|Miniatures|Engine Building",Party,31.20,3,5,127,"Nimbus Games","Soraya Kline",2003,/images/fixtures/game_0639.png,2025-09-22T09:55:44+00:00,2026-03-26T10:29:41+00:00,"-0.1843,0.6108,0.6821,0.4136,-0.4615,0.02,-0.7339,0.9705"
