id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
101,"My City: Guild","Built around Thematic systems, My City: Guild pushes Miniatures choices across 5 linked sessions and rewards tables that enjoy political intrigue. By mid-campaign, 6 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your table likes post-game debriefs, My City: Guild will spark them—nearly every finale feels earned, messy, and memorable.",,"Engine Building|Legacy|Campaign|Miniatures",Thematic,89.24,2,10,52,"Arcana Works","Elliot Mercer",2024,/images/fixtures/game_0101.png,2025-04-22T09:21:59+00:00,2026-03-26T10:29:41+00:00,"-0.9716,0.5185,-0.7404,0.5515,0.3988,0.1422,0.8528,-0.3727"
102,"Tatari Captivating","Built around Eurogame systems, Tatari Captivating pushes Engine Building choices across 6 linked sessions and rewards tables that enjoy frontier diplomacy. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 9 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Engine Building|Solo",Eurogame,89.24,3,5,98,"Arcana Works","Elliot Mercer",2012,/images/fixtures/game_0102.png,2025-08-07T22:10:16+00:00,2026-03-26T10:29:41+00:00,"-0.5754,0.4054,0.4392,0.0801,0.0951,-0.6795,-0.4557,-0.2243"
103,"Peacocks beyond Guild","Peacocks beyond Guild blends Family structure with Legacy chaos, delivering 78-minute arcs where every decision compounds into later chapters. Its Family framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 10 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Few designs blend Family and Legacy this smoothly while remaining approachable across varied player counts.",,Legacy|Solo|Dice|Miniatures,Family,63.81,4,6,71,"Silver Oak Studio","Lena Ortiz",2003,/images/fixtures/game_0103.png,2025-04-03T09:35:27+00:00,2026-03-26T10:29:41+00:00,"0.4834,0.3256,0.6216,-0.7618,0.3937,-0.2555,-0.0615,0.677"
104,"Vibrant Trails","Vibrant Trails frames mythic restoration as a living sandbox: each scenario escalates pressure while 2–3 players teams improvise around shifting incentives. A standout mechanic tied to Legacy means even safe plans can collapse if opponents read your tempo one round ahead. By mid-campaign, 10 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your table likes post-game debriefs, Vibrant Trails will spark them—nearly every finale feels earned, messy, and memorable.",,"Solo|Legacy|Cards|Tile Laying",Strategy,88.84,2,5,109,"Clockwork Labs","Elliot Mercer",2010,/images/fixtures/game_0104.png,2026-03-14T14:37:12+00:00,2026-03-26T10:29:41+00:00,"0.8212,0.231,0.8962,0.3792,-0.6974,0.2365,-0.137,-0.4692"
105,"Azul under My City","Azul under My City frames guild conspiracies as a living sandbox: each scenario escalates pressure while 1–8 players teams improvise around shifting incentives. By mid-campaign, 5 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Win or lose, Azul under My City tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Campaign|Solo,Strategy,49.56,2,7,56,"Indigo Forge","Marcus Thorne",2018,/images/fixtures/game_0105.png,2025-06-06T14:21:04+00:00,2026-03-26T10:29:41+00:00,"-0.2002,0.6463,-0.2046,0.5198,-0.4136,-0.5964,0.46,-0.5874"
106,"Inis: Council","Designed for campaign-first tables, Inis: Council channels mythic restoration into a ruleset that stays readable while outcomes stay unpredictable. By mid-campaign, 4 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your table likes post-game debriefs, Inis: Council will spark them—nearly every finale feels earned, messy, and memorable.",,"Campaign|Engine Building",Family,31.18,4,5,105,"Indigo Forge","Lena Ortiz",1996,/images/fixtures/game_0106.png,2025-04-27T13:36:47+00:00,2026-03-26T10:29:41+00:00,"-0.4502,0.8383,-0.2733,0.208,-0.3241,-0.3014,0.4846,-0.1949"
107,"Nana Ironclad","Nana Ironclad is a mid-weight hobby Deck Building title for 2–6 players that leans into Legacy and Miniatures and real-time bursts play. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. Veteran groups report that Nana Ironclad shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Legacy|Miniatures,"Deck Building",52.27,2,8,100,"Arcana Works","Lena Ortiz",2009,/images/fixtures/game_0107.png,2025-12-24T08:27:00+00:00,2026-03-26T10:29:41+00:00,"0.0706,-0.011,-0.3851,0.1028,-0.7783,0.5096,-0.6421,0.2687"
108,"Shattered Zoo Vadis","Built around Party systems, Shattered Zoo Vadis pushes Miniatures choices across 12 linked sessions and rewards tables that enjoy guild conspiracies. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Economy rails are intentionally unstable: once players trigger threshold events, 7 new scoring hooks reshape optimal lines. If your table likes post-game debriefs, Shattered Zoo Vadis will spark them—nearly every finale feels earned, messy, and memorable.",,Miniatures|Cards,Party,32.35,1,7,34,"Silver Oak Studio","Akira Flynn",2001,/images/fixtures/game_0108.png,2025-08-30T13:58:12+00:00,2026-03-26T10:29:41+00:00,"0.0914,-0.0389,0.1808,0.5408,-0.6737,0.1144,0.6689,0.4282"
109,"Ego: Crown","Designed for newcomer-friendly tables, Ego: Crown channels expedition survival into a ruleset that stays readable while outcomes stay unpredictable. A standout mechanic tied to Legacy means even safe plans can collapse if opponents read your tempo one round ahead. Your group manages feast-or-famine economies while chasing milestone bonuses; by chapter 5 the board can contain over 17 modular tiles. If your table likes post-game debriefs, Ego: Crown will spark them—nearly every finale feels earned, messy, and memorable.",,Solo|Legacy|Miniatures,Family,25.34,2,7,138,"Silver Oak Studio","Nico Valdez",1995,/images/fixtures/game_0109.png,2026-03-13T01:56:48+00:00,2026-03-26T10:29:41+00:00,"-0.4112,0.5178,-0.5432,0.4294,-0.5418,0.2862,-0.0514,0.8334"
110,"El Grande against Tigris and Euphrates","El Grande against Tigris and Euphrates blends Abstract structure with Engine Building chaos, delivering 115-minute arcs where every decision compounds into later chapters. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 115 minutes where adaptation beats scripted play. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Campaign|Miniatures|Engine Building|Dice",Abstract,45.16,4,10,150,"Silver Oak Studio","Nico Valdez",1990,/images/fixtures/game_0110.png,2026-01-16T06:11:54+00:00,2026-03-26T10:29:41+00:00,"0.5405,0.6503,0.5601,0.7649,0.6579,-0.4185,-0.2161,-0.834"
111,"El Grande: Trio","El Grande: Trio is a expert optimization Co-op title for 2–8 players that leans into Solo, Tile Laying, Miniatures and Cards and sequential tactical turns play. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 6 chapters, even small resource leaks become strategic liabilities. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Solo|Tile Laying|Miniatures|Cards",Co-op,87.25,2,9,34,"Arcana Works","Elliot Mercer",2001,/images/fixtures/game_0111.png,2026-02-24T07:40:36+00:00,2026-03-26T10:29:41+00:00,"-0.1279,-0.2822,0.3104,0.8611,-0.3463,0.8522,-0.8554,-0.942"
112,"Tatari for Loops","Tatari for Loops is a campaign-first Co-op title for 2–5 players that leans into Campaign, Engine Building, Legacy and Tile Laying and real-time bursts play. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Campaign logs track table history, so failed gambits still unlock content; expect up to 5 relic-style upgrades that alter scoring priorities. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Campaign|Engine Building|Legacy|Tile Laying",Co-op,68.05,4,10,168,"Indigo Forge","Soraya Kline",2009,/images/fixtures/game_0112.png,2025-11-06T02:56:42+00:00,2026-03-26T10:29:41+00:00,"-0.4075,0.4523,-0.782,0.404,-0.5926,0.0898,-0.3117,0.1767"
113,"Nana Clackety","Nana Clackety opens like a classic Abstract game, then quickly reveals Cards layers that reward long-form table memory. Economy rails are intentionally unstable: once players trigger threshold events, 6 new scoring hooks reshape optimal lines. Win or lose, Nana Clackety tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Engine Building|Cards|Legacy",Abstract,69.17,3,10,124,"Arcana Works","Lena Ortiz",1996,/images/fixtures/game_0113.png,2025-12-24T08:22:15+00:00,2026-03-26T10:29:41+00:00,"0.2496,0.3088,-0.051,0.7726,0.2569,0.0072,-0.8051,-0.0905"
114,"Azul: Odyssey","Azul: Odyssey frames mythic restoration as a living sandbox: each scenario escalates pressure while 1–3 players teams improvise around shifting incentives. A standout mechanic tied to Campaign means even safe plans can collapse if opponents read your tempo one round ahead. Map states remain highly legible despite scale; by late game, up to 14 tiles and layered markers support deep positional planning. Veteran groups report that Azul: Odyssey shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Dice|Miniatures|Campaign,Thematic,72.78,2,10,67,"Arcana Works","Marcus Thorne",2007,/images/fixtures/game_0114.png,2025-05-19T06:28:04+00:00,2026-03-26T10:29:41+00:00,"-0.8452,0.1708,-0.1178,0.163,-0.7938,0.3722,-0.743,0.4128"
115,"Silos: Azul","Silos: Azul blends Co-op structure with Cards chaos, delivering 49-minute arcs where every decision compounds into later chapters. Map states remain highly legible despite scale; by late game, up to 22 tiles and layered markers support deep positional planning. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Dice|Miniatures|Cards,Co-op,68.99,4,9,113,"Indigo Forge","Nico Valdez",1990,/images/fixtures/game_0115.png,2026-02-14T12:39:07+00:00,2026-03-26T10:29:41+00:00,"-0.2706,-0.873,-0.3727,0.0038,-0.5189,-0.682,-0.0476,0.1568"
116,"Emerald Nana","Emerald Nana frames guild conspiracies as a living sandbox: each scenario escalates pressure while 1–4 players teams improvise around shifting incentives. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 8 escalating complications. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Few designs blend Abstract and Cards this smoothly while remaining approachable across varied player counts.",,"Tile Laying|Cards",Abstract,71.06,3,5,169,"Nimbus Games","Elliot Mercer",2015,/images/fixtures/game_0116.png,2025-11-07T05:07:46+00:00,2026-03-26T10:29:41+00:00,"-0.7769,0.3076,-0.8062,0.042,0.6763,0.1679,-0.7798,0.6753"
117,"Silos: Championship","At its core, Silos: Championship is a Thematic design where Legacy, Engine Building, Miniatures and Solo mechanisms collide with draft-and-resolve rounds pacing for 2–3 players groups. Action windows stay short, but consequence chains run long, especially in sessions around 172 minutes where adaptation beats scripted play. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Legacy|Engine Building|Miniatures|Solo",Thematic,74.46,4,9,142,"Silver Oak Studio","Nico Valdez",2002,/images/fixtures/game_0117.png,2025-11-17T08:22:06+00:00,2026-03-26T10:29:41+00:00,"0.5452,-0.1369,0.0206,-0.6407,0.5302,0.9744,0.4188,-0.5095"
118,"Ego Clackety","At its core, Ego Clackety is a Eurogame design where Solo, Miniatures, Engine Building and Campaign mechanisms collide with initiative bidding pacing for 1–3 players groups. Round structure forces meaningful tradeoffs between tempo and efficiency; over 7 chapters, even small resource leaks become strategic liabilities. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Solo|Miniatures|Engine Building|Campaign",Eurogame,52.81,4,10,44,"Clockwork Labs","Elliot Mercer",1994,/images/fixtures/game_0118.png,2025-11-16T02:16:56+00:00,2026-03-26T10:29:41+00:00,"0.3081,0.9705,-0.7356,-0.1631,0.7104,0.4867,0.2096,-0.633"
119,"El Grande: Echoes","El Grande: Echoes blends Family structure with Solo chaos, delivering 179-minute arcs where every decision compounds into later chapters. Its Family framework encourages risky pivots, especially once table politics reshape priorities. Your group manages feast-or-famine economies while chasing milestone bonuses; by chapter 5 the board can contain over 30 modular tiles. Because scoring vectors drift over time, tables that over-specialize early often get punished once Solo effects begin stacking. Few designs blend Family and Solo this smoothly while remaining approachable across varied player counts.",,Legacy|Miniatures|Solo,Family,23.57,3,7,50,"Indigo Forge","Elliot Mercer",2024,/images/fixtures/game_0119.png,2026-01-27T12:07:19+00:00,2026-03-26T10:29:41+00:00,"-0.5247,-0.3687,0.8592,0.5432,0.997,0.3067,0.2999,0.598"
120,"El Grande: Dominion","At its core, El Grande: Dominion is a Deck Building design where Dice, Engine Building and Solo mechanisms collide with draft-and-resolve rounds pacing for 1–7 players groups. Map states remain highly legible despite scale; by late game, up to 15 tiles and layered markers support deep positional planning. If your table likes post-game debriefs, El Grande: Dominion will spark them—nearly every finale feels earned, messy, and memorable.",,"Dice|Engine Building|Solo","Deck Building",49.67,3,7,42,"Nimbus Games","Akira Flynn",2004,/images/fixtures/game_0120.png,2025-05-23T22:20:36+00:00,2026-03-26T10:29:41+00:00,"0.8511,0.4735,-0.5178,-0.1704,-0.7086,0.6749,-0.5487,0.9028"
121,"Thrilling Voyage","Part campaign and part systems puzzle, Thrilling Voyage asks 2–5 players players to master Deck Building priorities under scarce pressure. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Core turns revolve around sequential tactical turns: commit actions, resolve conflicts, then pivot as event decks introduce 7 escalating complications. If your table likes post-game debriefs, Thrilling Voyage will spark them—nearly every finale feels earned, messy, and memorable.",,"Tile Laying|Cards|Solo|Engine Building","Deck Building",30.77,2,5,130,"Indigo Forge","Elliot Mercer",2019,/images/fixtures/game_0121.png,2025-11-26T15:39:47+00:00,2026-03-26T10:29:41+00:00,"0.8153,-0.6031,0.2833,0.4046,0.4528,-0.1651,0.8901,0.7334"
122,"Island under Loops","Island under Loops opens like a classic Family game, then quickly reveals Dice layers that reward long-form table memory. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Core turns revolve around initiative bidding: commit actions, resolve conflicts, then pivot as event decks introduce 6 escalating complications. Few designs blend Family and Dice this smoothly while remaining approachable across varied player counts.",,"Engine Building|Miniatures|Dice|Solo",Family,45.88,2,5,110,"Indigo Forge","Akira Flynn",2017,/images/fixtures/game_0122.png,2025-08-29T17:06:12+00:00,2026-03-26T10:29:41+00:00,"-0.3583,0.4868,-0.9611,0.4279,-0.3981,0.768,-0.5458,0.9352"
123,"Ra Forgotten","At its core, Ra Forgotten is a Party design where Campaign, Tile Laying, Dice and Miniatures mechanisms collide with real-time bursts pacing for 2–8 players groups. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Your group manages predictable economies while chasing milestone bonuses; by chapter 4 the board can contain over 14 modular tiles. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Campaign|Tile Laying|Dice|Miniatures",Party,81.11,2,10,76,"Silver Oak Studio","Lena Ortiz",2016,/images/fixtures/game_0123.png,2025-04-20T16:37:19+00:00,2026-03-26T10:29:41+00:00,"0.4644,-0.5553,-0.995,0.8802,0.4055,0.7469,0.5864,0.8395"
124,"Classy Alliance","Classy Alliance opens like a classic Eurogame game, then quickly reveals Legacy layers that reward long-form table memory. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. Few designs blend Eurogame and Legacy this smoothly while remaining approachable across varied player counts.",,"Miniatures|Tile Laying|Legacy|Solo",Eurogame,24.43,4,7,75,"Clockwork Labs","Nico Valdez",2006,/images/fixtures/game_0124.png,2025-11-29T00:10:14+00:00,2026-03-26T10:29:41+00:00,"-0.7879,0.3474,-0.03,0.8211,0.9946,0.9603,-0.1256,-0.0219"
125,"Inis against Campaign","Part campaign and part systems puzzle, Inis against Campaign asks 1–6 players players to master Co-op priorities under risk-loaded pressure. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Map states remain highly legible despite scale; by late game, up to 12 tiles and layered markers support deep positional planning. Win or lose, Inis against Campaign tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Solo|Tile Laying|Miniatures",Co-op,86.90,2,8,165,"Arcana Works","Elliot Mercer",1995,/images/fixtures/game_0125.png,2025-04-04T03:50:50+00:00,2026-03-26T10:29:41+00:00,"-0.0913,-0.4995,0.0715,0.8259,0.0822,-0.3484,-0.2678,0.8622"
126,"El Grande of Guild","Part campaign and part systems puzzle, El Grande of Guild asks 1–5 players players to master Co-op priorities under risk-loaded pressure. Your group manages risk-loaded economies while chasing milestone bonuses; by chapter 3 the board can contain over 20 modular tiles. Win or lose, El Grande of Guild tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Tile Laying|Engine Building|Cards",Co-op,38.14,2,9,112,"Nimbus Games","Akira Flynn",1997,/images/fixtures/game_0126.png,2026-02-08T23:27:23+00:00,2026-03-26T10:29:41+00:00,"-0.9375,0.5464,0.6931,0.9302,0.5632,-0.9122,-0.6444,-0.0005"
127,"Harvest under Chronicles","Harvest under Chronicles frames city-building tension as a living sandbox: each scenario escalates pressure while 2–4 players teams improvise around shifting incentives. Economy rails are intentionally unstable: once players trigger threshold events, 5 new scoring hooks reshape optimal lines. Only adaptable crews master Harvest under Chronicles, where a shared market board rewards temporary cooperation and long-term planning matter as much as tactical brilliance.",,"Cards|Miniatures|Engine Building",Eurogame,27.98,2,5,130,"Silver Oak Studio","Elliot Mercer",1996,/images/fixtures/game_0127.png,2025-12-20T18:32:51+00:00,2026-03-26T10:29:41+00:00,"-0.2362,0.1169,0.414,-0.5463,0.5476,-0.7213,-0.3242,0.9089"
128,"My City against Trailblazers","At its core, My City against Trailblazers is a Party design where Legacy and Engine Building mechanisms collide with draft-and-resolve rounds pacing for 2–4 players groups. Because scoring vectors drift over time, tables that over-specialize early often get punished once Engine Building effects begin stacking. Round structure forces meaningful tradeoffs between tempo and efficiency; over 6 chapters, even small resource leaks become strategic liabilities. Win or lose, My City against Trailblazers tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Legacy|Engine Building",Party,23.93,1,9,175,"Silver Oak Studio","Elliot Mercer",2001,/images/fixtures/game_0128.png,2025-08-22T16:55:05+00:00,2026-03-26T10:29:41+00:00,"0.3095,-0.607,0.3316,-0.0555,0.3906,0.9708,-0.7194,0.0321"
129,"Hidden Monolith","Hidden Monolith opens like a classic Abstract game, then quickly reveals Campaign layers that reward long-form table memory. Economy rails are intentionally unstable: once players trigger threshold events, 8 new scoring hooks reshape optimal lines. Few designs blend Abstract and Campaign this smoothly while remaining approachable across varied player counts.",,Campaign|Solo,Abstract,46.42,2,5,81,"Arcana Works","Nico Valdez",2018,/images/fixtures/game_0129.png,2025-11-24T22:18:54+00:00,2026-03-26T10:29:41+00:00,"0.805,0.9507,-0.9863,-0.8077,0.6423,0.386,-0.8508,0.1727"
130,"Nebula against Tigris and Euphrates","Built around Co-op systems, Nebula against Tigris and Euphrates pushes Legacy choices across 13 linked sessions and rewards tables that enjoy mythic restoration. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Economy rails are intentionally unstable: once players trigger threshold events, 8 new scoring hooks reshape optimal lines. Veteran groups report that Nebula against Tigris and Euphrates shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Legacy|Dice,Co-op,50.15,4,9,41,"Indigo Forge","Soraya Kline",2019,/images/fixtures/game_0130.png,2025-04-09T09:51:15+00:00,2026-03-26T10:29:41+00:00,"0.2491,-0.6212,-0.9046,0.4724,-0.1801,0.7403,-0.4851,0.7836"
131,"Vibrant Observatory","Designed for campaign-first tables, Vibrant Observatory channels merchant drama into a ruleset that stays readable while outcomes stay unpredictable. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. By mid-campaign, 9 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Few designs blend Eurogame and Cards this smoothly while remaining approachable across varied player counts.",,"Dice|Tile Laying|Cards",Eurogame,40.81,4,10,116,"Arcana Works","Nico Valdez",2019,/images/fixtures/game_0131.png,2026-02-07T13:30:09+00:00,2026-03-26T10:29:41+00:00,"-0.0148,0.3587,0.1933,0.09,0.7946,-0.0268,0.168,0.0547"
132,"Clackety Sanctum","Clackety Sanctum blends Strategy structure with Tile Laying chaos, delivering 84-minute arcs where every decision compounds into later chapters. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 84 minutes where adaptation beats scripted play. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Only adaptable crews master Clackety Sanctum, where the map physically changes every era and long-term planning matter as much as tactical brilliance.",,"Solo|Legacy|Miniatures|Tile Laying",Strategy,70.89,3,7,72,"Clockwork Labs","Nico Valdez",2015,/images/fixtures/game_0132.png,2025-12-04T01:12:05+00:00,2026-03-26T10:29:41+00:00,"-0.0392,0.6407,0.1331,0.1682,0.2727,0.2073,-0.7097,-0.2948"
133,"My City against Comet","My City against Comet frames merchant drama as a living sandbox: each scenario escalates pressure while 1–8 players teams improvise around shifting incentives. Action windows stay short, but consequence chains run long, especially in sessions around 157 minutes where adaptation beats scripted play. Few designs blend Eurogame and Campaign this smoothly while remaining approachable across varied player counts.",,"Campaign|Tile Laying|Dice|Engine Building",Eurogame,90.00,1,9,130,"Indigo Forge","Soraya Kline",2020,/images/fixtures/game_0133.png,2025-03-28T08:53:39+00:00,2026-03-26T10:29:41+00:00,"-0.0451,-0.3513,0.8819,-0.629,0.6208,0.4088,0.458,0.8378"
134,"Epic Voyage","Part campaign and part systems puzzle, Epic Voyage asks 2–5 players players to master Deck Building priorities under predictable pressure. Economy rails are intentionally unstable: once players trigger threshold events, 6 new scoring hooks reshape optimal lines. Few designs blend Deck Building and Cards this smoothly while remaining approachable across varied player counts.",,"Engine Building|Cards|Legacy","Deck Building",22.50,1,7,67,"Silver Oak Studio","Akira Flynn",1994,/images/fixtures/game_0134.png,2025-10-16T05:54:35+00:00,2026-03-26T10:29:41+00:00,"0.7179,0.3357,0.846,-0.7973,0.8399,0.6435,0.2021,0.3619"
135,"Ego Royal","Ego Royal opens like a classic Strategy game, then quickly reveals Miniatures layers that reward long-form table memory. By mid-campaign, 10 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Veteran groups report that Ego Royal shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Engine Building|Campaign|Miniatures|Cards",Strategy,46.08,3,6,163,"Silver Oak Studio","Marcus Thorne",2011,/images/fixtures/game_0135.png,2025-07-20T12:31:55+00:00,2026-03-26T10:29:41+00:00,"0.2455,0.4794,-0.8927,-0.151,-0.6608,0.8262,-0.6391,0.1738"
136,"Frontier beyond Voyage","Part campaign and part systems puzzle, Frontier beyond Voyage asks 2–4 players players to master Party priorities under tight pressure. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 24 tiles and layered markers support deep positional planning. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Win or lose, Frontier beyond Voyage tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Cards|Tile Laying",Party,73.48,3,10,134,"Clockwork Labs","Lena Ortiz",2011,/images/fixtures/game_0136.png,2025-07-14T09:26:10+00:00,2026-03-26T10:29:41+00:00,"0.0458,-0.7082,-0.2699,-0.838,-0.5605,-0.1766,-0.1612,0.4583"
137,"Citadel without Monolith","Citadel without Monolith is a mid-weight hobby Deck Building title for 1–3 players that leans into Miniatures, Engine Building and Solo and sequential tactical turns play. Because scoring vectors drift over time, tables that over-specialize early often get punished once Engine Building effects begin stacking. Core turns revolve around sequential tactical turns: commit actions, resolve conflicts, then pivot as event decks introduce 6 escalating complications. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Miniatures|Engine Building|Solo","Deck Building",51.47,3,5,170,"Silver Oak Studio","Marcus Thorne",1990,/images/fixtures/game_0137.png,2025-05-16T06:11:48+00:00,2026-03-26T10:29:41+00:00,"0.8516,-0.8131,-0.9181,-0.9155,0.0908,0.1825,-0.7877,0.1252"
138,"Azul: Peacocks","At its core, Azul: Peacocks is a Family design where Tile Laying, Legacy and Campaign mechanisms collide with simultaneous planning pacing for 1–5 players groups. Its Family framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 7 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Veteran groups report that Azul: Peacocks shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Tile Laying|Legacy|Campaign",Family,65.91,1,8,64,"Nimbus Games","Marcus Thorne",2013,/images/fixtures/game_0138.png,2025-12-15T05:58:47+00:00,2026-03-26T10:29:41+00:00,"-0.5775,0.8776,-0.5566,-0.7975,0.8246,-0.4909,0.4653,0.1709"
139,"Ambitious Citadel","Ambitious Citadel blends Abstract structure with Legacy chaos, delivering 122-minute arcs where every decision compounds into later chapters. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 9 new scoring hooks reshape optimal lines. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. If your table likes post-game debriefs, Ambitious Citadel will spark them—nearly every finale feels earned, messy, and memorable.",,"Tile Laying|Miniatures|Solo|Legacy",Abstract,88.67,3,9,164,"Indigo Forge","Elliot Mercer",2000,/images/fixtures/game_0139.png,2026-01-22T05:44:02+00:00,2026-03-26T10:29:41+00:00,"-0.7762,-0.0081,-0.9852,0.5723,-0.8921,-0.3871,-0.0973,-0.3197"
140,"Persistent Dynasty","At its core, Persistent Dynasty is a Co-op design where Tile Laying, Dice, Solo and Campaign mechanisms collide with draft-and-resolve rounds pacing for 1–5 players groups. Because scoring vectors drift over time, tables that over-specialize early often get punished once Solo effects begin stacking. Core turns revolve around draft-and-resolve rounds: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Tile Laying|Dice|Solo|Campaign",Co-op,45.20,4,5,132,"Silver Oak Studio","Nico Valdez",2000,/images/fixtures/game_0140.png,2025-11-03T19:16:20+00:00,2026-03-26T10:29:41+00:00,"-0.8683,-0.8377,0.8379,-0.217,0.4449,0.3185,0.6853,-0.5892"
141,"Tigris and Euphrates Mystic","Tigris and Euphrates Mystic blends Party structure with Engine Building chaos, delivering 51-minute arcs where every decision compounds into later chapters. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. Only adaptable crews master Tigris and Euphrates Mystic, where players vote to rewrite one core rule each chapter and long-term planning matter as much as tactical brilliance.",,"Miniatures|Engine Building",Party,39.96,2,5,47,"Arcana Works","Lena Ortiz",2007,/images/fixtures/game_0141.png,2025-06-30T21:53:32+00:00,2026-03-26T10:29:41+00:00,"-0.6235,-0.1832,0.0851,0.2421,0.2942,-0.0257,-0.8352,-0.2557"
