id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
281,"Trailblazers: Expedition","At its core, Trailblazers: Expedition is a Abstract design where Dice, Tile Laying and Legacy mechanisms collide with simultaneous planning pacing for 1–3 players groups. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 32 minutes where adaptation beats scripted play. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Dice|Tile Laying|Legacy",Abstract,84.02,1,5,81,"Silver Oak Studio","Nico Valdez",1995,/images/fixtures/game_0281.png,2025-12-10T08:22:33+00:00,2026-03-25T06:22:59+00:00,"-0.2825,-0.0303,0.2596,-0.7692,0.2805,-0.7783,-0.619,-0.6963"
282,"Voyage of Maze","At its core, Voyage of Maze is a Co-op design where Miniatures and Dice mechanisms collide with initiative bidding pacing for 1–4 players groups. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Your group manages tight economies while chasing milestone bonuses; by chapter 3 the board can contain over 29 modular tiles. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Miniatures|Dice,Co-op,30.79,2,6,149,"Indigo Forge","Lena Ortiz",2000,/images/fixtures/game_0282.png,2025-05-09T23:07:53+00:00,2026-03-25T06:22:59+00:00,"-0.0307,-0.3049,0.4929,0.0636,0.8389,0.155,-0.0169,-0.192"
283,"Inis: Echoes","Designed for campaign-first tables, Inis: Echoes channels political intrigue into a ruleset that stays readable while outcomes stay unpredictable. A standout mechanic tied to Tile Laying means even safe plans can collapse if opponents read your tempo one round ahead. Map states remain highly legible despite scale; by late game, up to 12 tiles and layered markers support deep positional planning. If your table likes post-game debriefs, Inis: Echoes will spark them—nearly every finale feels earned, messy, and memorable.",,"Legacy|Dice|Tile Laying",Abstract,89.32,1,10,61,"Silver Oak Studio","Nico Valdez",2003,/images/fixtures/game_0283.png,2025-08-28T05:11:59+00:00,2026-03-25T06:22:59+00:00,"-0.1419,-0.5738,-0.5893,0.5736,-0.6305,0.9783,0.6202,0.8098"
284,"Scout: Alliance","Scout: Alliance frames frontier diplomacy as a living sandbox: each scenario escalates pressure while 1–8 players teams improvise around shifting incentives. Action windows stay short, but consequence chains run long, especially in sessions around 120 minutes where adaptation beats scripted play. Veteran groups report that Scout: Alliance shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Solo|Dice,"Deck Building",32.01,1,9,176,"Arcana Works","Nico Valdez",2008,/images/fixtures/game_0284.png,2025-04-09T16:38:19+00:00,2026-03-25T06:22:59+00:00,"0.8497,0.168,-0.2138,0.0362,-0.8762,0.1637,0.7682,-0.3636"
285,"Azul: Vault","Built around Party systems, Azul: Vault pushes Legacy choices across 13 linked sessions and rewards tables that enjoy merchant drama. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Action windows stay short, but consequence chains run long, especially in sessions around 111 minutes where adaptation beats scripted play. Veteran groups report that Azul: Vault shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Campaign|Miniatures|Legacy|Cards,Party,52.29,1,10,168,"Nimbus Games","Nico Valdez",2016,/images/fixtures/game_0285.png,2025-09-24T08:51:16+00:00,2026-03-25T06:22:59+00:00,"-0.9736,0.3497,-0.6215,0.2109,-0.5088,0.4918,0.2021,-0.0578"
286,"Festival Ichor","Festival Ichor blends Thematic structure with Legacy chaos, delivering 91-minute arcs where every decision compounds into later chapters. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 91 minutes where adaptation beats scripted play. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Veteran groups report that Festival Ichor shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Engine Building|Legacy|Miniatures",Thematic,23.63,2,6,84,"Clockwork Labs","Soraya Kline",1994,/images/fixtures/game_0286.png,2026-03-09T23:33:43+00:00,2026-03-25T06:22:59+00:00,"0.8899,-0.1366,-0.3873,0.7427,-0.0629,-0.4187,0.5731,-0.4361"
287,"Sanctum of Loops","Sanctum of Loops opens like a classic Party game, then quickly reveals Solo layers that reward long-form table memory. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Your group manages risk-loaded economies while chasing milestone bonuses; by chapter 5 the board can contain over 24 modular tiles. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Solo|Legacy,Party,53.09,1,6,139,"Nimbus Games","Elliot Mercer",1997,/images/fixtures/game_0287.png,2025-11-16T10:19:50+00:00,2026-03-25T06:22:59+00:00,"-0.6781,0.7098,-0.4115,0.1353,0.9884,0.9508,0.8958,-0.9018"
288,"Azul Expressive","Designed for expert optimization tables, Azul Expressive channels expedition survival into a ruleset that stays readable while outcomes stay unpredictable. Its Family framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 30 tiles and layered markers support deep positional planning. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Miniatures|Engine Building",Family,53.88,3,10,71,"Silver Oak Studio","Elliot Mercer",1992,/images/fixtures/game_0288.png,2025-05-25T12:58:38+00:00,2026-03-25T06:22:59+00:00,"0.7901,-0.8167,-0.7942,0.79,-0.3194,-0.9657,0.5615,0.1768"
289,"Hidden Voyage","Part campaign and part systems puzzle, Hidden Voyage asks 1–3 players players to master Family priorities under risk-loaded pressure. Its Family framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 29 tiles and layered markers support deep positional planning. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Only adaptable crews master Hidden Voyage, where legacy stickers permanently buff underused strategies and long-term planning matter as much as tactical brilliance.",,"Tile Laying|Legacy",Family,75.22,4,9,108,"Nimbus Games","Soraya Kline",1999,/images/fixtures/game_0289.png,2025-05-04T21:34:32+00:00,2026-03-25T06:22:59+00:00,"0.5696,-0.3218,-0.5876,0.3263,0.1663,0.4811,-0.392,-0.0571"
290,"Crimson Bazaar","Part campaign and part systems puzzle, Crimson Bazaar asks 1–6 players players to master Thematic priorities under scarce pressure. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Your group manages scarce economies while chasing milestone bonuses; by chapter 3 the board can contain over 13 modular tiles. Few designs blend Thematic and Tile Laying this smoothly while remaining approachable across varied player counts.",,"Solo|Miniatures|Tile Laying",Thematic,81.02,2,9,99,"Nimbus Games","Lena Ortiz",2015,/images/fixtures/game_0290.png,2025-06-12T14:30:01+00:00,2026-03-25T06:22:59+00:00,"0.3304,-0.4286,-0.1322,-0.047,-0.8802,0.4593,-0.2329,-0.773"
291,"Orbit Sunken","Orbit Sunken blends Family structure with Dice chaos, delivering 136-minute arcs where every decision compounds into later chapters. Its Family framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 24 tiles and layered markers support deep positional planning. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Only adaptable crews master Orbit Sunken, where a hidden objective flips alliances at endgame and long-term planning matter as much as tactical brilliance.",,"Solo|Dice|Tile Laying|Cards",Family,30.19,1,9,43,"Clockwork Labs","Elliot Mercer",2011,/images/fixtures/game_0291.png,2026-01-05T23:52:38+00:00,2026-03-25T06:22:59+00:00,"0.8741,0.8575,-0.5054,-0.89,-0.7492,-0.1882,-0.3009,0.6509"
292,"Azul Persistent","Part campaign and part systems puzzle, Azul Persistent asks 1–3 players players to master Abstract priorities under volatile pressure. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Your group manages volatile economies while chasing milestone bonuses; by chapter 4 the board can contain over 12 modular tiles. Only adaptable crews master Azul Persistent, where weather tracks alter core action costs between rounds and long-term planning matter as much as tactical brilliance.",,"Tile Laying|Dice|Legacy",Abstract,21.10,4,8,52,"Nimbus Games","Soraya Kline",2020,/images/fixtures/game_0292.png,2025-10-20T06:28:31+00:00,2026-03-25T06:22:59+00:00,"0.3736,-0.8133,0.0009,-0.3931,-0.3257,-0.2978,0.9373,-0.0506"
293,"Inis: Comet","Inis: Comet frames arcane rivalry as a living sandbox: each scenario escalates pressure while 1–4 players teams improvise around shifting incentives. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Action windows stay short, but consequence chains run long, especially in sessions around 126 minutes where adaptation beats scripted play. Only adaptable crews master Inis: Comet, where players vote to rewrite one core rule each chapter and long-term planning matter as much as tactical brilliance.",,Campaign|Dice|Cards|Solo,Strategy,27.24,2,6,54,"Clockwork Labs","Marcus Thorne",2010,/images/fixtures/game_0293.png,2025-05-09T00:22:34+00:00,2026-03-25T06:22:59+00:00,"0.4311,0.1569,0.0495,0.9286,0.8889,-0.3079,-0.2532,-0.855"
294,"El Grande Expressive","El Grande Expressive opens like a classic Thematic game, then quickly reveals Campaign layers that reward long-form table memory. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Economy rails are intentionally unstable: once players trigger threshold events, 6 new scoring hooks reshape optimal lines. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Campaign|Dice|Solo,Thematic,74.82,4,9,73,"Silver Oak Studio","Lena Ortiz",2020,/images/fixtures/game_0294.png,2025-12-19T08:34:41+00:00,2026-03-25T06:22:59+00:00,"-0.2198,-0.9515,-0.8066,0.0714,0.4231,-0.3994,0.9559,-0.7395"
295,"Whispering Concord","Whispering Concord blends Strategy structure with Engine Building chaos, delivering 156-minute arcs where every decision compounds into later chapters. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Your group manages volatile economies while chasing milestone bonuses; by chapter 7 the board can contain over 23 modular tiles. Only adaptable crews master Whispering Concord, where a reputation system unlocks asymmetric late-game powers and long-term planning matter as much as tactical brilliance.",,"Tile Laying|Engine Building|Dice",Strategy,20.90,3,8,42,"Nimbus Games","Soraya Kline",2011,/images/fixtures/game_0295.png,2026-01-28T19:57:46+00:00,2026-03-25T06:22:59+00:00,"-0.58,-0.7185,0.9924,0.3392,0.1864,0.4715,0.91,-0.2967"
296,"Sharp Horizon","Part campaign and part systems puzzle, Sharp Horizon asks 2–7 players players to master Co-op priorities under volatile pressure. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 5 escalating complications. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Miniatures|Cards|Legacy|Engine Building",Co-op,89.53,4,10,63,"Clockwork Labs","Elliot Mercer",2003,/images/fixtures/game_0296.png,2025-12-22T21:58:44+00:00,2026-03-25T06:22:59+00:00,"-0.5407,-0.9832,0.0163,0.6492,0.2165,0.0603,-0.0059,-0.9947"
297,"Tatari Emerald","Tatari Emerald opens like a classic Abstract game, then quickly reveals Engine Building layers that reward long-form table memory. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 10 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Dice|Campaign|Cards|Engine Building",Abstract,47.84,4,7,155,"Clockwork Labs","Lena Ortiz",2023,/images/fixtures/game_0297.png,2026-01-01T19:34:08+00:00,2026-03-25T06:22:59+00:00,"0.0834,-0.0598,0.0434,0.5431,0.9152,-0.4936,-0.5645,0.796"
298,"Azul Pedal","Built around Deck Building systems, Azul Pedal pushes Dice choices across 6 linked sessions and rewards tables that enjoy merchant drama. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Action windows stay short, but consequence chains run long, especially in sessions around 82 minutes where adaptation beats scripted play. If your table likes post-game debriefs, Azul Pedal will spark them—nearly every finale feels earned, messy, and memorable.",,Legacy|Dice|Solo|Campaign,"Deck Building",52.85,3,7,80,"Nimbus Games","Soraya Kline",2004,/images/fixtures/game_0298.png,2025-05-02T12:38:39+00:00,2026-03-25T06:22:59+00:00,"-0.3712,-0.7883,0.4955,-0.9307,0.882,0.4446,-0.3936,-0.8941"
299,"Scout: Island","Scout: Island opens like a classic Eurogame game, then quickly reveals Engine Building layers that reward long-form table memory. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Economy rails are intentionally unstable: once players trigger threshold events, 7 new scoring hooks reshape optimal lines. If your table likes post-game debriefs, Scout: Island will spark them—nearly every finale feels earned, messy, and memorable.",,"Cards|Engine Building|Dice|Legacy",Eurogame,66.09,2,9,106,"Arcana Works","Elliot Mercer",2014,/images/fixtures/game_0299.png,2025-09-12T04:26:05+00:00,2026-03-25T06:22:59+00:00,"0.4573,-0.3485,0.7061,-0.0834,-0.3949,-0.6399,-0.9454,-0.3805"
300,"Nebula for Bazaar","Nebula for Bazaar frames arcane rivalry as a living sandbox: each scenario escalates pressure while 1–6 players teams improvise around shifting incentives. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 23 tiles and layered markers support deep positional planning. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Win or lose, Nebula for Bazaar tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Miniatures|Dice,Abstract,50.44,3,7,110,"Arcana Works","Nico Valdez",2013,/images/fixtures/game_0300.png,2025-04-18T01:18:18+00:00,2026-03-25T06:22:59+00:00,"-0.6165,0.0965,0.8252,-0.2932,0.6449,0.7749,-0.6534,0.2867"
301,"Wily Peacocks","At its core, Wily Peacocks is a Abstract design where Solo, Engine Building and Dice mechanisms collide with simultaneous planning pacing for 1–3 players groups. A standout mechanic tied to Engine Building means even safe plans can collapse if opponents read your tempo one round ahead. Round structure forces meaningful tradeoffs between tempo and efficiency; over 7 chapters, even small resource leaks become strategic liabilities. Only adaptable crews master Wily Peacocks, where discarded cards return as global events and long-term planning matter as much as tactical brilliance.",,"Solo|Engine Building|Dice",Abstract,76.11,4,10,163,"Arcana Works","Elliot Mercer",1992,/images/fixtures/game_0301.png,2025-10-07T14:50:23+00:00,2026-03-25T06:22:59+00:00,"-0.4119,0.7012,0.8429,-0.3488,0.6036,0.058,0.7869,0.0668"
302,"Protocol for Forge","Built around Abstract systems, Protocol for Forge pushes Tile Laying choices across 13 linked sessions and rewards tables that enjoy mythic restoration. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. Veteran groups report that Protocol for Forge shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Tile Laying|Campaign|Legacy",Abstract,72.63,2,7,84,"Arcana Works","Lena Ortiz",2008,/images/fixtures/game_0302.png,2026-03-09T00:22:18+00:00,2026-03-25T06:22:59+00:00,"-0.483,-0.7769,-0.9933,-0.9836,0.235,-0.5482,-0.4256,-0.0366"
303,"Tigris and Euphrates: Labyrinth","Tigris and Euphrates: Labyrinth is a brain-burner Thematic title for 1–5 players that leans into Miniatures, Cards and Solo and initiative bidding play. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Campaign logs track table history, so failed gambits still unlock content; expect up to 6 relic-style upgrades that alter scoring priorities. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Few designs blend Thematic and Cards this smoothly while remaining approachable across varied player counts.",,Miniatures|Cards|Solo,Thematic,75.77,2,5,90,"Nimbus Games","Soraya Kline",2019,/images/fixtures/game_0303.png,2026-02-22T12:50:24+00:00,2026-03-25T06:22:59+00:00,"0.2862,-0.6597,0.4451,0.2803,-0.7235,-0.154,-0.4306,-0.1005"
304,"Expressive Forge","Expressive Forge is a mid-weight hobby Co-op title for 1–7 players that leans into Campaign, Cards and Dice and draft-and-resolve rounds play. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Campaign logs track table history, so failed gambits still unlock content; expect up to 4 relic-style upgrades that alter scoring priorities. If your table likes post-game debriefs, Expressive Forge will spark them—nearly every finale feels earned, messy, and memorable.",,Campaign|Cards|Dice,Co-op,89.99,1,6,82,"Silver Oak Studio","Nico Valdez",2004,/images/fixtures/game_0304.png,2025-12-02T17:26:50+00:00,2026-03-25T06:22:59+00:00,"0.7167,0.6926,-0.921,0.2414,-0.9077,-0.7908,-0.7287,-0.532"
305,"Labyrinth without Vault","Built around Abstract systems, Labyrinth without Vault pushes Miniatures choices across 5 linked sessions and rewards tables that enjoy arcane rivalry. A standout mechanic tied to Miniatures means even safe plans can collapse if opponents read your tempo one round ahead. By mid-campaign, 10 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Only adaptable crews master Labyrinth without Vault, where a reputation system unlocks asymmetric late-game powers and long-term planning matter as much as tactical brilliance.",,Solo|Dice|Cards|Miniatures,Abstract,61.14,1,5,155,"Nimbus Games","Soraya Kline",2004,/images/fixtures/game_0305.png,2025-07-29T07:00:07+00:00,2026-03-25T06:22:59+00:00,"-0.8396,-0.2224,-0.0237,0.6135,0.5806,0.2939,-0.1597,-0.6674"
306,"Azul Shattered","Azul Shattered blends Party structure with Dice chaos, delivering 105-minute arcs where every decision compounds into later chapters. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Campaign logs track table history, so failed gambits still unlock content; expect up to 3 relic-style upgrades that alter scoring priorities. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Dice|Tile Laying|Solo",Party,83.32,2,10,157,"Arcana Works","Lena Ortiz",2016,/images/fixtures/game_0306.png,2025-05-24T15:35:40+00:00,2026-03-25T06:22:59+00:00,"0.7754,0.3935,-0.698,0.9666,0.3244,-0.9901,-0.8004,0.9044"
307,"Zoo Vadis Clever","Built around Strategy systems, Zoo Vadis Clever pushes Legacy choices across 11 linked sessions and rewards tables that enjoy city-building tension. By mid-campaign, 5 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Solo|Legacy,Strategy,29.91,2,9,137,"Silver Oak Studio","Marcus Thorne",1994,/images/fixtures/game_0307.png,2025-09-27T09:00:10+00:00,2026-03-25T06:22:59+00:00,"0.198,-0.8054,0.8455,-0.6201,0.2451,-0.6011,0.8823,-0.7267"
308,"Ancient Arena","Ancient Arena blends Family structure with Tile Laying chaos, delivering 148-minute arcs where every decision compounds into later chapters. Its Family framework encourages risky pivots, especially once table politics reshape priorities. Your group manages swingy economies while chasing milestone bonuses; by chapter 5 the board can contain over 12 modular tiles. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Tile Laying|Cards",Family,65.78,2,10,89,"Indigo Forge","Lena Ortiz",2024,/images/fixtures/game_0308.png,2025-10-08T18:54:27+00:00,2026-03-25T06:22:59+00:00,"-0.2208,-0.1246,-0.6795,-0.9797,-0.2434,-0.4121,0.3265,0.1138"
309,"Zoo Vadis: Heat","Zoo Vadis: Heat opens like a classic Thematic game, then quickly reveals Cards layers that reward long-form table memory. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Engine Building|Cards|Campaign|Tile Laying",Thematic,78.44,1,9,40,"Arcana Works","Nico Valdez",2024,/images/fixtures/game_0309.png,2026-01-14T16:53:42+00:00,2026-03-25T06:22:59+00:00,"-0.7767,-0.3273,-0.5177,0.7332,0.6016,0.5192,0.9201,0.0678"
310,"Alien Legacy","Part campaign and part systems puzzle, Alien Legacy asks 2–3 players players to master Thematic priorities under risk-loaded pressure. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. Few designs blend Thematic and Miniatures this smoothly while remaining approachable across varied player counts.",,Campaign|Legacy|Miniatures,Thematic,61.41,4,6,159,"Clockwork Labs","Marcus Thorne",2000,/images/fixtures/game_0310.png,2025-06-29T01:19:16+00:00,2026-03-25T06:22:59+00:00,"0.2926,-0.4026,-0.6265,0.8832,-0.7397,-0.0369,0.2464,0.9647"
311,"Obsidian Observatory","Obsidian Observatory blends Deck Building structure with Solo chaos, delivering 42-minute arcs where every decision compounds into later chapters. Action windows stay short, but consequence chains run long, especially in sessions around 42 minutes where adaptation beats scripted play. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Campaign|Legacy|Solo,"Deck Building",42.76,2,5,101,"Indigo Forge","Lena Ortiz",2005,/images/fixtures/game_0311.png,2025-05-10T00:40:29+00:00,2026-03-25T06:22:59+00:00,"-0.673,-0.9519,0.5283,0.7675,0.8179,-0.8517,-0.8619,-0.4737"
312,"Trio Epic","Trio Epic opens like a classic Thematic game, then quickly reveals Campaign layers that reward long-form table memory. Economy rails are intentionally unstable: once players trigger threshold events, 5 new scoring hooks reshape optimal lines. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Campaign|Dice|Miniatures,Thematic,84.56,2,7,98,"Arcana Works","Soraya Kline",2012,/images/fixtures/game_0312.png,2026-03-07T00:35:04+00:00,2026-03-25T06:22:59+00:00,"-0.0635,-0.3026,-0.7512,-0.8214,0.4843,-0.3029,-0.6909,-0.8348"
313,"Silos Modern","Silos Modern is a expert optimization Eurogame title for 1–6 players that leans into Legacy and Solo and real-time bursts play. Your group manages feast-or-famine economies while chasing milestone bonuses; by chapter 7 the board can contain over 25 modular tiles. Veteran groups report that Silos Modern shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Legacy|Solo,Eurogame,34.12,2,7,96,"Indigo Forge","Nico Valdez",2004,/images/fixtures/game_0313.png,2026-02-25T20:32:28+00:00,2026-03-25T06:22:59+00:00,"-0.604,-0.9313,-0.4267,0.0956,0.7104,-0.6716,-0.8504,0.4453"
314,"Silos under Kingdom","Designed for campaign-first tables, Silos under Kingdom channels merchant drama into a ruleset that stays readable while outcomes stay unpredictable. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Economy rails are intentionally unstable: once players trigger threshold events, 5 new scoring hooks reshape optimal lines. Few designs blend Strategy and Miniatures this smoothly while remaining approachable across varied player counts.",,Campaign|Miniatures,Strategy,84.59,1,7,156,"Silver Oak Studio","Nico Valdez",2017,/images/fixtures/game_0314.png,2025-12-30T14:23:28+00:00,2026-03-25T06:22:59+00:00,"0.2178,0.0566,-0.0578,0.5276,0.4901,0.8658,0.9367,0.8202"
315,"Ancient Orbit","At its core, Ancient Orbit is a Strategy design where Dice and Engine Building mechanisms collide with real-time bursts pacing for 2–3 players groups. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. Only adaptable crews master Ancient Orbit, where neutral factions can be bribed to swing regional control and long-term planning matter as much as tactical brilliance.",,"Dice|Engine Building",Strategy,75.49,1,8,152,"Indigo Forge","Akira Flynn",2012,/images/fixtures/game_0315.png,2025-05-22T09:46:46+00:00,2026-03-25T06:22:59+00:00,"0.4235,-0.0946,0.2444,0.3259,0.7504,-0.8251,-0.9235,0.8786"
316,"Ego Obsidian","Ego Obsidian blends Party structure with Campaign chaos, delivering 96-minute arcs where every decision compounds into later chapters. Your group manages risk-loaded economies while chasing milestone bonuses; by chapter 6 the board can contain over 16 modular tiles. Few designs blend Party and Campaign this smoothly while remaining approachable across varied player counts.",,Cards|Campaign,Party,60.80,4,7,110,"Arcana Works","Marcus Thorne",2000,/images/fixtures/game_0316.png,2025-08-12T04:07:35+00:00,2026-03-25T06:22:59+00:00,"-0.8603,-0.1773,0.3404,-0.9223,0.2439,-0.9716,0.6666,-0.1626"
317,"Caravan for Expedition","At its core, Caravan for Expedition is a Deck Building design where Miniatures and Dice mechanisms collide with draft-and-resolve rounds pacing for 2–7 players groups. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Map states remain highly legible despite scale; by late game, up to 27 tiles and layered markers support deep positional planning. Win or lose, Caravan for Expedition tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Miniatures|Dice,"Deck Building",33.91,1,5,147,"Arcana Works","Elliot Mercer",2014,/images/fixtures/game_0317.png,2025-07-23T16:13:25+00:00,2026-03-25T06:22:59+00:00,"-0.8221,0.9728,0.453,0.9438,0.5315,-0.6492,0.7849,-0.4686"
318,"Abstract Kingdom","Part campaign and part systems puzzle, Abstract Kingdom asks 2–4 players players to master Co-op priorities under scarce pressure. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Your group manages scarce economies while chasing milestone bonuses; by chapter 3 the board can contain over 15 modular tiles. A standout mechanic tied to Tile Laying means even safe plans can collapse if opponents read your tempo one round ahead. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Tile Laying|Legacy|Engine Building|Campaign",Co-op,50.12,3,5,134,"Arcana Works","Marcus Thorne",2012,/images/fixtures/game_0318.png,2025-11-16T16:17:25+00:00,2026-03-25T06:22:59+00:00,"0.3229,-0.6543,0.4428,0.1421,-0.1493,-0.4502,0.1882,-0.1455"
319,"Gang of Dice Cosmic","Gang of Dice Cosmic blends Co-op structure with Legacy chaos, delivering 89-minute arcs where every decision compounds into later chapters. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Campaign logs track table history, so failed gambits still unlock content; expect up to 3 relic-style upgrades that alter scoring priorities. Win or lose, Gang of Dice Cosmic tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Legacy|Tile Laying|Solo",Co-op,85.50,4,8,67,"Indigo Forge","Elliot Mercer",2008,/images/fixtures/game_0319.png,2026-02-22T11:30:03+00:00,2026-03-25T06:22:59+00:00,"0.2215,0.9406,-0.6364,0.421,0.5427,0.3671,0.702,0.1964"
320,"Expressive Trailblazers","Built around Family systems, Expressive Trailblazers pushes Tile Laying choices across 12 linked sessions and rewards tables that enjoy arcane rivalry. Its Family framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around draft-and-resolve rounds: commit actions, resolve conflicts, then pivot as event decks introduce 5 escalating complications. Because scoring vectors drift over time, tables that over-specialize early often get punished once Tile Laying effects begin stacking. Only adaptable crews master Expressive Trailblazers, where players vote to rewrite one core rule each chapter and long-term planning matter as much as tactical brilliance.",,"Engine Building|Legacy|Tile Laying",Family,57.07,3,5,161,"Arcana Works","Akira Flynn",2015,/images/fixtures/game_0320.png,2025-06-05T00:15:12+00:00,2026-03-25T06:22:59+00:00,"-0.707,-0.8415,-0.4434,0.1633,0.8092,-0.128,-0.9909,-0.2984"
