id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
302,"El Grande: Tigris and Euphrates","Designed for mid-weight hobby tables, El Grande: Tigris and Euphrates channels mythic restoration into a ruleset that stays readable while outcomes stay unpredictable. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Map states remain highly legible despite scale; by late game, up to 29 tiles and layered markers support deep positional planning. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Solo|Tile Laying|Dice|Cards",Strategy,59.00,4,7,171,"Indigo Forge","Akira Flynn",1998,/images/fixtures/game_0302.png,2026-03-16T06:52:43+00:00,2026-03-25T06:56:50+00:00,"-0.3469,-0.4022,-0.6312,0.9109,-0.3519,0.9865,-0.9421,-0.5554"
303,"Azul: Sanctum","Azul: Sanctum opens like a classic Co-op game, then quickly reveals Campaign layers that reward long-form table memory. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Economy rails are intentionally unstable: once players trigger threshold events, 7 new scoring hooks reshape optimal lines. Only adaptable crews master Azul: Sanctum, where a hidden objective flips alliances at endgame and long-term planning matter as much as tactical brilliance.",,"Campaign|Solo|Engine Building|Cards",Co-op,29.14,3,6,152,"Silver Oak Studio","Marcus Thorne",2005,/images/fixtures/game_0303.png,2025-07-01T08:06:44+00:00,2026-03-25T06:56:50+00:00,"0.5819,0.7206,0.3676,0.6339,0.9874,-0.1315,0.1626,-0.1191"
304,"Expressive Council","Designed for family-plus strategy tables, Expressive Council channels expedition survival into a ruleset that stays readable while outcomes stay unpredictable. Economy rails are intentionally unstable: once players trigger threshold events, 7 new scoring hooks reshape optimal lines. Only adaptable crews master Expressive Council, where one public objective mutates whenever milestones are missed and long-term planning matter as much as tactical brilliance.",,Cards|Miniatures,"Deck Building",55.65,2,9,76,"Clockwork Labs","Nico Valdez",2016,/images/fixtures/game_0304.png,2025-06-11T17:54:43+00:00,2026-03-25T06:56:50+00:00,"0.7588,-0.3091,0.6081,0.6292,-0.7349,-0.7433,0.0283,0.1859"
305,"Nana Arcane","Built around Abstract systems, Nana Arcane pushes Miniatures choices across 13 linked sessions and rewards tables that enjoy political intrigue. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Core turns revolve around initiative bidding: commit actions, resolve conflicts, then pivot as event decks introduce 7 escalating complications. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Solo|Miniatures,Abstract,20.89,1,8,60,"Clockwork Labs","Marcus Thorne",1998,/images/fixtures/game_0305.png,2025-08-05T03:07:31+00:00,2026-03-25T06:56:50+00:00,"-0.4266,-0.1864,0.9963,0.9189,-0.4314,0.5965,0.3826,-0.5376"
306,"Silos under Azul","Part campaign and part systems puzzle, Silos under Azul asks 1–4 players players to master Party priorities under swingy pressure. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Map states remain highly legible despite scale; by late game, up to 21 tiles and layered markers support deep positional planning. Veteran groups report that Silos under Azul shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Tile Laying|Engine Building",Party,47.55,3,8,35,"Nimbus Games","Elliot Mercer",1993,/images/fixtures/game_0306.png,2025-09-14T06:19:34+00:00,2026-03-25T06:56:50+00:00,"0.6888,-0.888,-0.1693,-0.6416,-0.37,0.0657,0.9831,0.1627"
307,"Crown under My City","Built around Eurogame systems, Crown under My City pushes Engine Building choices across 11 linked sessions and rewards tables that enjoy frontier diplomacy. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 8 new scoring hooks reshape optimal lines. A standout mechanic tied to Engine Building means even safe plans can collapse if opponents read your tempo one round ahead. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Dice|Miniatures|Solo|Engine Building",Eurogame,74.68,3,8,124,"Nimbus Games","Nico Valdez",2010,/images/fixtures/game_0307.png,2025-09-06T07:35:58+00:00,2026-03-25T06:56:50+00:00,"0.6289,0.2627,-0.6823,0.6336,-0.6388,-0.3183,-0.0209,0.5866"
308,"Heat: Legacy","At its core, Heat: Legacy is a Family design where Dice, Solo and Legacy mechanisms collide with simultaneous planning pacing for 2–3 players groups. Action windows stay short, but consequence chains run long, especially in sessions around 131 minutes where adaptation beats scripted play. Only adaptable crews master Heat: Legacy, where a shared market board rewards temporary cooperation and long-term planning matter as much as tactical brilliance.",,Dice|Solo|Legacy,Family,32.69,4,7,150,"Arcana Works","Elliot Mercer",2008,/images/fixtures/game_0308.png,2025-08-16T10:45:14+00:00,2026-03-25T06:56:50+00:00,"0.2246,-0.724,-0.3139,0.5385,0.6888,-0.6274,0.2893,0.5977"
309,"Caravan of Outpost","Caravan of Outpost frames political intrigue as a living sandbox: each scenario escalates pressure while 1–3 players teams improvise around shifting incentives. By mid-campaign, 5 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Dice|Solo,Thematic,74.01,3,7,81,"Arcana Works","Soraya Kline",2007,/images/fixtures/game_0309.png,2025-05-27T15:16:08+00:00,2026-03-25T06:56:50+00:00,"0.902,-0.2859,0.9766,-0.5399,0.9204,-0.9053,-0.3424,-0.5921"
310,"Azul Galactic","Built around Party systems, Azul Galactic pushes Dice choices across 6 linked sessions and rewards tables that enjoy mythic restoration. Its Party framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 3 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Because scoring vectors drift over time, tables that over-specialize early often get punished once Dice effects begin stacking. Win or lose, Azul Galactic tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Dice|Campaign|Engine Building|Tile Laying",Party,69.38,4,10,152,"Clockwork Labs","Soraya Kline",2000,/images/fixtures/game_0310.png,2025-12-15T23:26:20+00:00,2026-03-25T06:56:50+00:00,"0.189,-0.6487,-0.5018,-0.6646,0.5204,-0.1626,0.7509,0.1379"
311,"Inis: Island","Inis: Island blends Thematic structure with Tile Laying chaos, delivering 124-minute arcs where every decision compounds into later chapters. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. By mid-campaign, 10 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Cards|Tile Laying|Engine Building|Solo",Thematic,73.41,4,6,80,"Nimbus Games","Marcus Thorne",2001,/images/fixtures/game_0311.png,2025-04-24T18:12:27+00:00,2026-03-25T06:56:50+00:00,"0.4118,-0.9422,0.9391,-0.0381,-0.9909,-0.0373,-0.858,0.8484"
312,"Hidden Legion","Hidden Legion frames merchant drama as a living sandbox: each scenario escalates pressure while 2–3 players teams improvise around shifting incentives. Your group manages swingy economies while chasing milestone bonuses; by chapter 6 the board can contain over 30 modular tiles. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Cards|Engine Building",Thematic,32.48,2,7,82,"Indigo Forge","Marcus Thorne",2020,/images/fixtures/game_0312.png,2025-08-13T04:38:24+00:00,2026-03-25T06:56:50+00:00,"0.3344,-0.9545,0.7707,0.5358,-0.9639,0.4987,0.2032,0.5676"
313,"Loops for Caravan","Loops for Caravan blends Strategy structure with Solo chaos, delivering 57-minute arcs where every decision compounds into later chapters. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Economy rails are intentionally unstable: once players trigger threshold events, 8 new scoring hooks reshape optimal lines. If your table likes post-game debriefs, Loops for Caravan will spark them—nearly every finale feels earned, messy, and memorable.",,"Solo|Legacy|Cards|Tile Laying",Strategy,56.92,1,6,105,"Arcana Works","Marcus Thorne",2010,/images/fixtures/game_0313.png,2025-09-21T04:49:36+00:00,2026-03-25T06:56:50+00:00,"-0.0199,-0.0986,0.4525,-0.0766,-0.3437,0.7102,0.4852,0.4449"
314,"Island against Chronicles","At its core, Island against Chronicles is a Abstract design where Tile Laying and Legacy mechanisms collide with real-time bursts pacing for 1–3 players groups. Because scoring vectors drift over time, tables that over-specialize early often get punished once Legacy effects begin stacking. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Tile Laying|Legacy",Abstract,61.80,1,10,104,"Silver Oak Studio","Marcus Thorne",2003,/images/fixtures/game_0314.png,2025-07-06T20:02:27+00:00,2026-03-25T06:56:50+00:00,"-0.8953,-0.8484,-0.2816,-0.2738,0.578,-0.897,-0.9013,-0.2809"
315,"Tatari Arcane","Tatari Arcane is a campaign-first Deck Building title for 2–8 players that leans into Solo and Dice and simultaneous planning play. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Solo|Dice,"Deck Building",50.13,1,5,144,"Clockwork Labs","Lena Ortiz",2021,/images/fixtures/game_0315.png,2025-11-15T17:38:25+00:00,2026-03-25T06:56:50+00:00,"0.6172,0.9112,-0.519,-0.4755,0.9164,0.7123,-0.641,0.7655"
316,"Inis of Dynasty","Inis of Dynasty frames political intrigue as a living sandbox: each scenario escalates pressure while 1–5 players teams improvise around shifting incentives. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Core turns revolve around initiative bidding: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. If your table likes post-game debriefs, Inis of Dynasty will spark them—nearly every finale feels earned, messy, and memorable.",,Campaign|Miniatures|Solo,Family,48.98,1,8,67,"Arcana Works","Elliot Mercer",1991,/images/fixtures/game_0316.png,2025-08-21T15:34:26+00:00,2026-03-25T06:56:50+00:00,"-0.9493,-0.7758,0.1076,0.5308,-0.8517,0.2638,0.8652,-0.2187"
317,"Observatory against Vault","Observatory against Vault blends Deck Building structure with Dice chaos, delivering 86-minute arcs where every decision compounds into later chapters. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Map states remain highly legible despite scale; by late game, up to 30 tiles and layered markers support deep positional planning. Win or lose, Observatory against Vault tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Dice|Cards|Legacy|Campaign,"Deck Building",52.55,1,9,166,"Clockwork Labs","Akira Flynn",1997,/images/fixtures/game_0317.png,2025-06-22T11:46:01+00:00,2026-03-25T06:56:50+00:00,"0.5203,-0.6796,-0.904,-0.7379,0.0005,-0.1848,0.642,-0.7513"
318,"Scout: Legion","At its core, Scout: Legion is a Eurogame design where Tile Laying, Cards and Legacy mechanisms collide with real-time bursts pacing for 1–5 players groups. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Campaign logs track table history, so failed gambits still unlock content; expect up to 6 relic-style upgrades that alter scoring priorities. Win or lose, Scout: Legion tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Tile Laying|Cards|Legacy",Eurogame,63.81,2,10,147,"Clockwork Labs","Soraya Kline",1997,/images/fixtures/game_0318.png,2025-09-01T13:46:52+00:00,2026-03-25T06:56:50+00:00,"0.2232,-0.5918,0.2184,-0.8865,0.0614,0.3079,0.3117,0.1826"
319,"Trailblazers: Ego","Designed for family-plus strategy tables, Trailblazers: Ego channels frontier diplomacy into a ruleset that stays readable while outcomes stay unpredictable. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Your group manages tight economies while chasing milestone bonuses; by chapter 4 the board can contain over 28 modular tiles. Because scoring vectors drift over time, tables that over-specialize early often get punished once Solo effects begin stacking. Veteran groups report that Trailblazers: Ego shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Campaign|Solo,"Deck Building",35.52,1,10,88,"Arcana Works","Lena Ortiz",2008,/images/fixtures/game_0319.png,2026-01-15T19:34:08+00:00,2026-03-25T06:56:50+00:00,"0.0421,-0.5448,0.9268,0.6803,0.9609,0.1361,0.1801,-0.3649"
320,"Frontier without Legion","Part campaign and part systems puzzle, Frontier without Legion asks 2–6 players players to master Abstract priorities under tight pressure. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Your group manages tight economies while chasing milestone bonuses; by chapter 5 the board can contain over 17 modular tiles. Because scoring vectors drift over time, tables that over-specialize early often get punished once Tile Laying effects begin stacking. Few designs blend Abstract and Tile Laying this smoothly while remaining approachable across varied player counts.",,"Tile Laying|Legacy|Cards",Abstract,47.32,3,10,158,"Silver Oak Studio","Elliot Mercer",2013,/images/fixtures/game_0320.png,2025-06-05T15:21:58+00:00,2026-03-25T06:56:50+00:00,"-0.4021,0.7007,0.3042,0.5298,-0.081,0.3145,-0.3891,0.679"
321,"Gang of Dice for Ego","Built around Thematic systems, Gang of Dice for Ego pushes Cards choices across 6 linked sessions and rewards tables that enjoy arcane rivalry. Because scoring vectors drift over time, tables that over-specialize early often get punished once Cards effects begin stacking. Action windows stay short, but consequence chains run long, especially in sessions around 153 minutes where adaptation beats scripted play. Veteran groups report that Gang of Dice for Ego shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Cards|Legacy|Tile Laying|Engine Building",Thematic,32.38,2,9,171,"Indigo Forge","Akira Flynn",1994,/images/fixtures/game_0321.png,2026-02-18T23:54:33+00:00,2026-03-25T06:56:50+00:00,"-0.2207,0.0061,0.7128,0.1656,0.7475,0.7733,0.9507,0.2885"
322,"Scout: Bazaar","At its core, Scout: Bazaar is a Party design where Tile Laying, Solo, Campaign and Legacy mechanisms collide with initiative bidding pacing for 1–6 players groups. By mid-campaign, 3 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Tile Laying|Solo|Campaign|Legacy",Party,71.72,3,10,132,"Indigo Forge","Lena Ortiz",2019,/images/fixtures/game_0322.png,2025-04-20T19:36:35+00:00,2026-03-25T06:56:50+00:00,"0.2953,-0.2927,0.5009,-0.001,-0.2862,-0.0225,-0.9698,0.1062"
323,"Silos Cooperative","Silos Cooperative blends Deck Building structure with Tile Laying chaos, delivering 94-minute arcs where every decision compounds into later chapters. Because scoring vectors drift over time, tables that over-specialize early often get punished once Tile Laying effects begin stacking. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Legacy|Tile Laying","Deck Building",77.99,1,5,164,"Silver Oak Studio","Nico Valdez",2003,/images/fixtures/game_0323.png,2025-05-11T09:07:10+00:00,2026-03-25T06:56:50+00:00,"0.8275,-0.3217,0.766,-0.8786,0.2961,-0.8644,-0.0779,0.1094"
324,"Tigris and Euphrates: Harbor","Tigris and Euphrates: Harbor blends Thematic structure with Engine Building chaos, delivering 88-minute arcs where every decision compounds into later chapters. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Core turns revolve around draft-and-resolve rounds: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Engine Building|Legacy",Thematic,23.72,2,6,87,"Silver Oak Studio","Lena Ortiz",2008,/images/fixtures/game_0324.png,2025-05-27T18:06:30+00:00,2026-03-25T06:56:50+00:00,"-0.7917,0.1513,0.8803,-0.7321,-0.8197,0.9243,-0.7026,0.8537"
325,"Silos: Ego","Silos: Ego blends Co-op structure with Engine Building chaos, delivering 72-minute arcs where every decision compounds into later chapters. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 17 tiles and layered markers support deep positional planning. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Win or lose, Silos: Ego tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Engine Building|Tile Laying|Cards",Co-op,23.36,2,6,135,"Nimbus Games","Marcus Thorne",1990,/images/fixtures/game_0325.png,2025-05-08T01:03:57+00:00,2026-03-25T06:56:50+00:00,"0.3805,-0.6419,0.6741,-0.5172,0.978,0.3252,0.5646,0.9662"
326,"Ra Royal","Designed for expert optimization tables, Ra Royal channels merchant drama into a ruleset that stays readable while outcomes stay unpredictable. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. Win or lose, Ra Royal tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Engine Building|Solo|Dice|Miniatures",Eurogame,85.87,2,7,69,"Silver Oak Studio","Soraya Kline",2011,/images/fixtures/game_0326.png,2025-05-02T19:03:12+00:00,2026-03-25T06:56:50+00:00,"0.1604,-0.3086,0.7271,0.735,-0.1242,-0.7816,0.888,0.2401"
327,"Ichor: Outpost","At its core, Ichor: Outpost is a Eurogame design where Engine Building, Dice and Miniatures mechanisms collide with initiative bidding pacing for 2–5 players groups. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 123 minutes where adaptation beats scripted play. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Engine Building|Dice|Miniatures",Eurogame,88.98,1,10,77,"Arcana Works","Marcus Thorne",2008,/images/fixtures/game_0327.png,2025-12-29T10:03:36+00:00,2026-03-25T06:56:50+00:00,"-0.5231,-0.0049,0.3925,0.1859,-0.2308,-0.6194,0.1249,0.4645"
328,"Pacey Trails","Pacey Trails opens like a classic Strategy game, then quickly reveals Tile Laying layers that reward long-form table memory. Your group manages predictable economies while chasing milestone bonuses; by chapter 7 the board can contain over 23 modular tiles. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Tile Laying|Legacy|Dice",Strategy,42.89,2,10,139,"Clockwork Labs","Soraya Kline",2020,/images/fixtures/game_0328.png,2025-12-14T14:24:53+00:00,2026-03-25T06:56:50+00:00,"0.2381,0.0756,-0.7239,0.3197,0.8141,0.3676,0.8522,-0.571"
329,"Sunken Tigris and Euphrates","Designed for mid-weight hobby tables, Sunken Tigris and Euphrates channels merchant drama into a ruleset that stays readable while outcomes stay unpredictable. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Your group manages risk-loaded economies while chasing milestone bonuses; by chapter 4 the board can contain over 12 modular tiles. Win or lose, Sunken Tigris and Euphrates tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Dice|Solo|Campaign|Legacy,Party,89.35,1,9,159,"Nimbus Games","Elliot Mercer",2010,/images/fixtures/game_0329.png,2025-12-30T17:54:19+00:00,2026-03-25T06:56:50+00:00,"0.4733,0.8941,0.3121,0.2471,0.3859,-0.6417,-0.2455,-0.3631"
330,"Gang of Dice: Chronicles","Gang of Dice: Chronicles is a expert optimization Thematic title for 1–5 players that leans into Legacy, Campaign, Dice and Solo and draft-and-resolve rounds play. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Action windows stay short, but consequence chains run long, especially in sessions around 52 minutes where adaptation beats scripted play. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Legacy|Campaign|Dice|Solo,Thematic,52.46,1,7,173,"Indigo Forge","Marcus Thorne",2009,/images/fixtures/game_0330.png,2025-06-18T10:03:47+00:00,2026-03-25T06:56:50+00:00,"-0.5537,-0.601,-0.334,-0.0231,0.5638,0.6666,0.0073,0.4744"
331,"El Grande: Campaign","El Grande: Campaign opens like a classic Co-op game, then quickly reveals Solo layers that reward long-form table memory. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 5 new scoring hooks reshape optimal lines. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Engine Building|Solo|Cards|Tile Laying",Co-op,51.05,3,5,139,"Arcana Works","Marcus Thorne",2002,/images/fixtures/game_0331.png,2025-09-21T07:49:21+00:00,2026-03-25T06:56:50+00:00,"0.416,-0.9747,0.2834,-0.6732,-0.2019,-0.389,0.2915,0.4131"
332,"Galactic Council","At its core, Galactic Council is a Family design where Miniatures, Cards, Engine Building and Tile Laying mechanisms collide with initiative bidding pacing for 1–8 players groups. Its Family framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 3 chapters, even small resource leaks become strategic liabilities. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Few designs blend Family and Cards this smoothly while remaining approachable across varied player counts.",,"Miniatures|Cards|Engine Building|Tile Laying",Family,33.97,3,5,49,"Nimbus Games","Marcus Thorne",2020,/images/fixtures/game_0332.png,2025-09-16T09:49:31+00:00,2026-03-25T06:56:50+00:00,"-0.0462,0.3245,0.628,0.9161,0.9198,-0.6327,-0.6584,-0.2221"
333,"Modern Labyrinth","Designed for newcomer-friendly tables, Modern Labyrinth channels arcane rivalry into a ruleset that stays readable while outcomes stay unpredictable. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. If your table likes post-game debriefs, Modern Labyrinth will spark them—nearly every finale feels earned, messy, and memorable.",,"Engine Building|Cards|Solo|Dice",Eurogame,47.35,2,7,80,"Indigo Forge","Nico Valdez",2011,/images/fixtures/game_0333.png,2025-04-21T18:19:35+00:00,2026-03-25T06:56:50+00:00,"-0.8956,0.4626,0.256,-0.5925,0.7176,-0.9727,0.2142,0.4911"
334,"Abstract Trailblazers","Designed for mid-weight hobby tables, Abstract Trailblazers channels guild conspiracies into a ruleset that stays readable while outcomes stay unpredictable. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. If your table likes post-game debriefs, Abstract Trailblazers will spark them—nearly every finale feels earned, messy, and memorable.",,Miniatures|Legacy,Party,76.42,2,6,42,"Arcana Works","Lena Ortiz",2015,/images/fixtures/game_0334.png,2026-03-11T18:25:48+00:00,2026-03-25T06:56:50+00:00,"0.8096,0.8813,0.6849,-0.8136,-0.9683,0.1088,0.5746,-0.0756"
335,"El Grande Epic","At its core, El Grande Epic is a Thematic design where Miniatures, Engine Building, Cards and Legacy mechanisms collide with draft-and-resolve rounds pacing for 1–3 players groups. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Action windows stay short, but consequence chains run long, especially in sessions around 39 minutes where adaptation beats scripted play. If your table likes post-game debriefs, El Grande Epic will spark them—nearly every finale feels earned, messy, and memorable.",,"Miniatures|Engine Building|Cards|Legacy",Thematic,68.24,1,9,34,"Silver Oak Studio","Marcus Thorne",2012,/images/fixtures/game_0335.png,2025-06-24T04:44:56+00:00,2026-03-25T06:56:50+00:00,"0.9043,-0.44,0.0314,0.2271,-0.6038,0.9491,-0.7108,-0.648"
336,"Silos under Caravan","Built around Eurogame systems, Silos under Caravan pushes Dice choices across 10 linked sessions and rewards tables that enjoy guild conspiracies. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. By mid-campaign, 6 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Miniatures|Dice,Eurogame,58.60,3,5,132,"Clockwork Labs","Elliot Mercer",2016,/images/fixtures/game_0336.png,2025-08-11T14:00:44+00:00,2026-03-25T06:56:50+00:00,"0.3439,0.4089,0.5508,0.4482,-0.6113,0.1863,-0.3293,0.6865"
337,"Scout: My City","Scout: My City frames political intrigue as a living sandbox: each scenario escalates pressure while 1–8 players teams improvise around shifting incentives. Campaign logs track table history, so failed gambits still unlock content; expect up to 6 relic-style upgrades that alter scoring priorities. If your table likes post-game debriefs, Scout: My City will spark them—nearly every finale feels earned, messy, and memorable.",,"Campaign|Cards|Engine Building|Dice",Family,87.23,1,10,99,"Arcana Works","Elliot Mercer",2000,/images/fixtures/game_0337.png,2025-11-14T03:05:53+00:00,2026-03-25T06:56:50+00:00,"0.7359,0.3484,-0.1765,0.7194,0.5317,0.9363,-0.1523,-0.4755"
338,"Tatari: Orbit","Tatari: Orbit blends Deck Building structure with Campaign chaos, delivering 65-minute arcs where every decision compounds into later chapters. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. Win or lose, Tatari: Orbit tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Legacy|Campaign,"Deck Building",57.61,4,6,59,"Nimbus Games","Marcus Thorne",2000,/images/fixtures/game_0338.png,2025-12-08T01:00:40+00:00,2026-03-25T06:56:50+00:00,"0.7357,-0.5468,-0.4954,0.3843,0.793,-0.6203,-0.7586,-0.3084"
339,"Sanctum of Protocol","Sanctum of Protocol blends Co-op structure with Dice chaos, delivering 50-minute arcs where every decision compounds into later chapters. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. Only adaptable crews master Sanctum of Protocol, where legacy stickers permanently buff underused strategies and long-term planning matter as much as tactical brilliance.",,"Engine Building|Dice",Co-op,58.14,4,8,141,"Indigo Forge","Akira Flynn",1994,/images/fixtures/game_0339.png,2025-06-16T15:21:00+00:00,2026-03-25T06:56:50+00:00,"-0.1479,-0.949,-0.6552,0.7211,-0.5483,-0.3108,-0.2168,0.7636"
340,"Gang of Dice Astral","Gang of Dice Astral opens like a classic Eurogame game, then quickly reveals Dice layers that reward long-form table memory. Core turns revolve around sequential tactical turns: commit actions, resolve conflicts, then pivot as event decks introduce 6 escalating complications. Win or lose, Gang of Dice Astral tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Cards|Legacy|Engine Building|Dice",Eurogame,56.51,3,5,106,"Arcana Works","Marcus Thorne",1994,/images/fixtures/game_0340.png,2026-03-20T17:16:44+00:00,2026-03-25T06:56:50+00:00,"-0.6258,0.4592,0.172,0.3011,0.8624,0.4668,-0.026,0.9214"
341,"Gang of Dice: Protocol","At its core, Gang of Dice: Protocol is a Eurogame design where Dice, Legacy and Tile Laying mechanisms collide with simultaneous planning pacing for 2–5 players groups. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Core turns revolve around simultaneous planning: commit actions, resolve conflicts, then pivot as event decks introduce 8 escalating complications. Veteran groups report that Gang of Dice: Protocol shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Dice|Legacy|Tile Laying",Eurogame,36.84,1,7,176,"Indigo Forge","Marcus Thorne",1996,/images/fixtures/game_0341.png,2025-04-23T11:51:27+00:00,2026-03-25T06:56:50+00:00,"-0.0412,-0.9945,-0.612,0.5966,0.6175,-0.6926,0.6658,0.6658"
